7000 2000
6225 1256 40
3048 3655 7
449 1491 10
3382 4836 19
2270 5679 25
5519 4809 1
6631 1324 7
5725 1301 33
3969 5488 14
6963 3124 34
6770 2851 47
2724 1511 17
2265 6840 29
3955 2028 11
2432 4227 10
2139 4666 37
4048 3848 4
48 4565 21
1133 6175 41
4514 5147 12
2954 1676 4
658 1721 34
3688 3466 16
2856 2180 29
3537 6629 39
2843 4 1
1384 5920 37
5136 1052 32
1528 6366 22
1193 5958 29
983 5987 23
397 4096 44
1901 3653 20
2503 6472 20
1932 4953 24
5033 2057 15
2732 5280 17
2966 4690 18
1926 1828 29
144 1703 49
4833 5003 10
3240 27 10
527 1282 43
3187 863 11
2565 599 1
6318 5081 8
103 6358 38
178 3464 7
6572 221 22
4756 3867 10
2298 4343 34
5841 3019 2
62 1411 11
793 3405 31
3651 4760 48
271 1842 44
5084 535 0
3955 3155 23
650 6688 39
4010 5017 32
948 3210 45
5419 648 39
3171 1851 45
4223 3637 49
1800 3407 34
2884 3177 12
6641 4304 46
2162 5537 1
4851 2732 15
4938 6445 28
1194 526 28
1745 6928 5
1149 1257 12
2401 4199 27
4692 1353 45
5542 1567 49
5376 255 42
2748 2103 15
47 4073 15
4749 137 19
331 970 3
1768 52 28
4156 3981 45
3586 6929 31
4278 3859 2
5089 3958 38
54 6972 8
4656 3171 47
1503 5511 24
819 5107 5
1599 788 11
1045 3435 42
5732 2076 17
403 4367 49
54 3167 12
5114 2129 43
4977 1854 12
6831 889 26
4647 4299 39
1674 4836 12
3387 4957 3
5491 3482 29
6027 6361 2
1496 5646 33
1597 4554 32
4102 5945 26
224 2081 45
3623 6632 43
1602 1369 32
5989 437 49
35 3179 4
3652 2399 0
2132 945 43
871 2649 40
1204 4177 5
5319 4750 28
6228 5722 18
1785 2774 34
6651 4884 37
3915 1189 31
5074 6759 0
4546 1260 27
1233 2421 11
6818 2546 0
263 2461 46
2458 2594 21
3945 6502 46
6420 4254 3
1760 3586 19
735 2616 13
6335 592 18
2265 2370 36
5525 5746 44
5512 1482 15
5105 4726 1
773 4306 30
3593 2990 41
3214 3223 7
2700 4849 22
6285 6762 2
1268 374 2
2848 1235 38
1762 237 22
1792 5200 43
3519 481 20
1991 1145 34
5714 6085 29
3399 2282 36
6119 2650 43
2185 4516 8
3888 2499 25
5896 6769 31
2814 4502 20
5537 3598 27
5398 6851 38
463 1053 5
1741 267 12
1655 81 45
5618 5872 44
5670 2538 21
1445 523 43
5365 4718 35
2937 4599 49
6192 2554 24
31 66 29
5722 1556 18
875 1692 10
4361 6132 28
2522 4149 27
3826 1348 28
3777 1338 25
4944 6125 39
5821 6340 40
966 1081 48
3547 2951 7
5551 3110 7
6077 6009 3
576 3540 23
1574 1454 19
4906 4485 49
48 2930 23
5658 4816 34
