10000 8000
8710 6758 72
2295 7906 14
3452 284 5
5812 8021 41
6575 2290 25
6611 2167 82
5783 3387 93
8050 9679 68
1274 884 29
335 2460 5
1511 4992 24
7550 7016 60
9801 759 9
2923 67 0
7225 8256 40
48 1655 7
4449 8491 60
4382 4836 19
270 9679 25
5519 4809 1
6631 8324 7
2725 2301 83
3969 2488 64
3963 4124 34
7770 2851 97
3724 9511 67
265 840 79
4955 6028 61
2432 8227 60
6139 2666 37
2048 4848 4
7048 5565 21
2133 3175 41
2514 2147 62
3954 9676 54
1658 1721 84
688 466 16
856 180 29
4537 3629 89
9843 7004 1
9384 2920 87
5136 9052 82
1528 6366 72
9193 6958 79
8983 5987 23
397 1096 94
8901 7653 20
503 3472 20
1932 4953 24
5033 57 65
2732 2280 67
6966 5690 68
9926 2828 79
4144 9703 49
8833 2003 10
3240 1027 10
527 5282 93
7187 7863 61
2565 8599 51
7318 2081 58
8103 6358 38
7178 7464 57
6572 7221 22
5756 867 60
9298 5343 34
6841 4019 52
4062 8411 11
1793 7405 81
3651 5760 98
1271 5842 94
5084 1535 0
955 1155 23
650 6688 39
4010 6017 32
4948 1210 95
6419 4648 89
171 5851 95
1223 3637 49
5800 4407 34
884 7177 12
641 5304 96
3162 2537 51
5851 2732 65
8938 7445 28
8194 4526 78
5745 6928 5
5149 5257 12
9401 5199 27
2692 2353 95
6542 2567 49
2376 4255 42
6748 103 15
4047 1073 65
4749 137 69
4331 7970 53
8768 8052 78
1156 4981 95
7586 3929 31
4278 7859 52
5089 1958 38
7054 7972 8
5656 4171 47
8503 9511 74
8819 6107 5
2599 788 61
9045 4435 92
5732 76 67
403 8367 99
1054 167 12
6114 129 93
1977 9854 12
6831 4889 26
2647 1299 89
9674 5836 12
4387 1957 3
9491 482 29
7027 3361 52
8496 5646 83
5597 1554 32
8102 5945 76
8224 9081 95
1623 7632 43
2602 5369 82
9989 4437 99
35 3179 54
4652 3399 50
132 8945 93
1871 2649 90
9204 2177 5
5319 4750 28
228 5722 68
8785 3774 84
6651 8884 37
915 5189 81
9074 3759 50
4546 9260 27
2233 9421 61
7818 9546 50
1263 6461 46
3458 9594 71
7945 3502 46
420 5254 53
5760 3586 19
8735 6616 13
3335 8592 18
9265 9370 36
6525 2746 44
9512 9482 15
5105 5726 1
773 5306 80
1593 3990 91
4214 3223 57
2700 8849 22
3285 6762 2
1268 1374 52
3848 9235 38
2762 8237 72
1792 2200 43
7519 7481 70
8991 9145 84
2714 7085 79
4399 6282 86
7119 2650 93
185 5516 8
7888 9499 25
6896 7769 31
9814 1502 70
9537 7598 77
5398 6851 88
4463 9053 5
5741 1267 62
9655 4081 95
9618 6872 94
9670 2538 21
1445 4523 43
2365 4718 35
6937 4599 99
3192 554 24
31 8066 29
2722 9556 18
1875 1692 10
8361 3132 28
522 1149 77
1826 9348 78
7777 2338 75
8944 6125 39
9821 6340 40
7966 9081 48
7547 9951 7
9551 3110 57
7077 3009 3
1576 540 23
2574 5454 69
1906 2485 99
8048 3930 73
6658 5816 84
373 31 4
9783 5791 22
8010 987 64
568 5994 79
4023 5709 57
4141 9285 77
4023 7272 28
1435 3549 17
9009 7743 67
1265 1590 91
369 1538 4
3776 2212 91
2693 3409 20
8197 2662 28
6100 2759 42
8440 89 94
2642 1620 86
6146 7964 86
1271 943 66
1474 3445 88
7349 5827 54
1504 3281 46
3757 7285 14
350 2832 73
4943 2312 32
4883 3239 68
2589 7683 9
1987 8795 45
1912 8639 35
4248 1479 7
1230 3954 1
3940 2043 18
3412 4377 23
1472 1983 85
9686 8720 57
4702 4439 6
2276 5924 52
3037 9035 99
3316 1890 67
9606 1221 75
1520 2792 65
5547 4258 84
1531 2829 82
2705 6162 89
5923 870 42
9282 4196 80
9969 9072 15
6051 4736 55
5174 8477 54
4729 882 51
9769 1237 1
5676 3604 73
4161 1197 95
2125 5485 62
9229 7560 18
9073 8079 9
9662 224 74
7682 7475 15
9343 7446 32
4568 2684 61
5472 5286 66
6089 2151 4
7233 5594 76
598 8604 33
468 1184 17
2964 9616 14
4066 4996 73
7148 2510 96
5941 5791 66
5589 4020 55
5948 8251 81
2271 1825 28
1173 3454 9
6430 1238 91
3739 4853 48
2567 7054 77
2490 1197 56
773 589 62
7536 9429 88
539 7585 41
4167 5520 60
1047 4581 82
9606 1989 84
3403 1960 62
8732 392 43
4063 6923 11
4740 692 43
2270 3919 49
6112 576 45
2486 9556 3
1364 6498 8
2878 3338 23
3005 2411 93
3117 943 27
4514 5290 16
801 339 44
236 12 74
5433 9740 1
183 1135 28
633 437 34
8577 3671 22
7263 9659 40
9368 282 48
366 3290 27
4458 2071 6
6305 1001 34
1770 9555 7
4299 7730 75
8803 1439 94
2488 8664 73
7048 5358 80
2487 9764 13
4013 2452 70
4978 6766 4
1416 8649 77
2837 8537 59
432 955 5
526 5937 66
3914 3155 90
6446 8182 35
93 3936 46
1238 5456 3
9714 5599 41
6925 8074 24
344 9863 49
9276 597 34
6647 2426 43
3244 3592 61
7269 5175 39
4696 9481 71
268 6713 66
6030 806 9
4290 9059 84
4546 2759 3
606 391 93
3196 583 50
7557 7435 12
6667 869 65
1903 973 91
2516 6149 15
118 4243 88
2497 7711 91
1874 8563 25
7007 8370 21
7727 2658 36
8275 1221 76
1799 4919 41
8611 5712 9
3635 3263 30
8514 3336 83
1032 4988 39
3705 4670 40
9868 8391 28
4985 5537 20
3124 997 54
8703 5494 62
3865 7554 0
2302 9714 29
6794 1026 63
528 1748 79
1351 199 3
8442 9280 16
5290 5098 58
1730 8553 51
3262 444 49
485 7055 72
2889 2858 52
129 4640 60
8046 8627 44
6422 5936 73
9154 333 56
1051 5391 34
3931 2322 79
8202 1176 80
3269 5388 29
5885 2002 10
6327 4274 60
99 5042 55
4393 1065 28
4572 9284 26
8798 523 1
1587 4088 97
1652 9175 50
678 1455 93
630 7406 31
489 5165 21
127 9964 40
1113 389 10
488 3763 20
8188 3821 64
6003 9754 22
5316 5854 86
6425 9524 18
7302 120 59
488 682 41
2574 6500 66
6222 5754 52
850 1516 26
3486 6602 37
8901 7901 49
5967 102 65
1881 1843 10
4508 6489 58
184 8121 6
6586 3987 71
2490 4972 18
2073 2353 81
2662 7996 13
9451 9115 4
9785 333 64
504 2837 53
3784 6333 72
6921 1544 70
3257 88 29
297 3340 23
7901 5343 76
1731 7500 48
3613 253 11
9693 6332 51
1814 1599 16
3212 6834 49
2252 912 41
3209 7450 80
7569 9535 62
3365 5111 17
1011 763 21
2606 3345 43
9850 2593 64
4442 7444 33
736 6502 25
7559 7953 7
9006 1543 29
2751 1070 95
1228 7541 59
3220 2715 44
2178 7658 84
7738 383 38
3737 3635 30
9782 2315 80
2021 2425 52
9204 5446 12
3004 8045 25
1244 2549 94
8529 132 9
2316 2429 61
9133 2930 46
5532 5283 73
439 1880 35
4987 570 89
7629 5560 21
597 2189 63
444 8621 5
2815 713 34
6999 3137 15
4164 2058 11
8383 6846 43
2737 9831 55
2251 4351 90
6052 2295 20
4061 4360 67
5273 8034 33
5191 9301 78
5387 7879 0
6615 2709 72
5061 9952 70
2823 8064 37
2050 1610 91
2978 2443 61
4821 2718 98
5183 6933 95
4709 1072 68
8703 2864 45
1849 9050 46
1142 2444 55
6459 768 85
301 768 47
2606 3187 35
309 8364 33
9351 9140 25
1724 5346 0
838 6031 21
3217 3624 84
4815 2344 52
2019 6070 67
8919 2174 87
7030 2345 16
8044 1699 62
1685 6115 21
6502 8541 4
5573 733 52
7811 2229 24
2159 9983 65
3845 3950 26
8591 6897 13
2371 1986 62
5190 5584 6
5418 1622 19
9666 6218 91
959 9566 3
3279 498 67
1345 6103 30
20 6025 34
5821 1833 35
287 8393 27
3348 6624 92
1918 2800 44
6431 9086 95
1508 1753 97
3192 1121 19
8907 9071 22
561 1991 52
5251 1523 65
4956 6980 61
8465 7523 0
5828 9235 53
4612 3682 76
6157 5289 92
5199 1776 61
842 9131 60
8700 1638 80
4620 2545 29
168 4141 62
834 1633 70
3082 0 60
1364 6141 99
6336 7665 33
9029 8827 54
1028 319 84
7110 168 17
9397 8125 6
1410 8463 48
4690 4969 44
8599 4643 55
2464 4537 58
7206 6911 14
9947 1293 29
6587 4080 85
8764 7234 76
4015 118 84
4847 648 47
5555 832 81
837 7427 96
5859 8324 99
5653 7701 41
4404 5729 15
565 3650 32
3083 9719 96
4439 778 38
5241 803 6
2620 2670 49
9205 4524 78
1787 1984 29
139 7898 73
2638 3815 2
4041 4485 63
2211 66 27
9583 3930 65
2082 7982 31
8235 3290 12
3256 5802 48
6513 6126 97
7064 3215 93
1907 8437 18
6338 2424 70
1183 6345 28
6059 7483 21
2537 1560 49
923 883 5
5847 9313 86
6984 4409 34
2500 1970 39
1157 5668 56
4485 3592 22
4733 2735 83
9827 4499 61
2090 7135 0
1479 6573 6
6885 7245 9
5836 9981 39
9699 101 7
195 1219 84
1427 9355 60
2133 5452 0
603 1688 98
6875 1569 4
6990 7843 57
7857 1319 75
4149 8190 46
798 9467 46
509 80 79
7981 3207 19
2138 2425 99
770 2014 10
2355 4232 65
8618 1720 37
8264 709 3
2544 2050 41
4301 2344 27
6141 2910 96
4824 9683 98
640 1131 70
3754 3535 3
9445 7609 14
6032 2917 30
5318 2432 13
4090 8461 32
6635 1517 45
9321 1818 5
4333 4721 46
4970 5788 94
1008 7227 35
577 5675 5
50 4642 54
318 1390 24
979 1365 54
3171 4022 44
7267 2509 10
1872 6552 74
6977 3697 70
9941 267 41
617 4968 65
7321 8655 27
6914 8283 37
6932 6549 62
2882 4035 92
5135 8930 34
7520 7728 88
9724 6634 33
5603 7125 22
2782 760 65
1930 8264 23
3322 4486 8
4638 8631 65
6426 4362 63
8378 4419 51
8741 5315 76
1168 1521 98
9587 531 39
8339 552 30
474 781 42
9118 2900 0
4234 5606 80
9790 6923 99
8168 485 34
5455 7544 44
708 800 19
518 6349 47
7580 9299 48
684 6119 32
3340 1888 70
9297 1433 40
2622 4545 40
727 8250 82
9247 8099 50
7730 8396 4
6331 8805 51
1082 3139 67
4370 6676 43
556 7973 16
1957 8286 66
433 843 72
9814 1298 71
8937 1261 9
920 3586 27
8441 9053 23
2528 5491 97
7099 1881 23
3310 3671 78
3993 5090 53
1234 6266 47
2113 7422 45
5974 3488 22
3377 7519 83
5966 805 94
7646 8324 41
1089 7098 97
2066 6460 91
573 5465 5
6806 7438 96
7518 8262 44
1726 7015 93
9323 3569 24
4218 5369 72
1670 7161 15
7825 2729 94
4037 4195 30
6549 5300 1
794 8561 3
4992 3959 48
9206 4613 69
5639 9455 61
2651 4410 77
6576 2539 22
7502 2224 96
6849 4023 12
7723 5714 71
6808 1620 81
3156 3298 49
2145 497 66
7443 9448 92
3531 204 95
7294 5450 49
1951 2581 98
1845 3675 45
1584 1433 0
4399 1567 97
6009 8941 31
6099 4898 74
4387 759 62
6145 5729 59
9324 767 66
3968 5927 94
849 1796 42
7923 7396 17
5411 7368 48
5781 3833 74
4688 1884 68
468 2425 4
1844 921 60
1911 3922 51
6700 342 30
3425 430 51
7720 198 27
1480 4405 82
2425 1614 12
6204 3192 9
4938 5005 66
6666 2171 80
6964 7541 26
7886 1935 33
3251 724 76
5292 8159 51
5596 9527 7
4287 2027 20
805 1127 37
9710 6583 3
5137 9483 41
5635 8621 77
2278 80 34
4711 2229 53
1930 5408 30
7448 1632 41
2670 5416 63
1818 8815 84
6509 7974 41
1885 1408 60
9748 3085 78
101 8171 5
7401 4796 72
1109 731 87
1670 3525 84
5802 1727 46
9688 5352 97
989 7895 98
4951 2018 73
6257 1719 73
6915 3068 83
5610 1859 25
7596 2839 83
3518 9159 18
3061 6167 3
8166 9938 26
7193 7882 76
5760 8738 57
3780 8554 78
8061 6868 21
5673 1098 57
1258 3419 45
7901 189 16
5956 3239 25
8125 8532 78
421 8716 62
287 8208 38
5530 4605 90
3799 9569 7
3253 9413 56
5785 583 48
8593 799 62
5606 3666 35
6219 1671 64
2599 608 47
4014 2914 12
7507 2622 27
2492 320 99
9898 1271 86
2192 8552 17
2524 4988 93
5089 7688 14
2296 268 46
5358 1737 45
1568 797 25
9647 8221 37
643 9907 70
4549 2546 39
2252 12 20
1431 2476 91
525 2845 99
4416 7774 56
8677 6872 36
1008 6896 9
5132 2358 88
744 4 30
6727 7649 19
4868 174 1
8361 4255 66
6927 1313 62
4780 8818 28
3289 1713 41
8223 2796 31
2840 231 35
5632 9582 82
3250 2644 52
7457 9601 68
1033 773 94
419 8526 83
6533 6782 12
7436 6825 52
5812 24 45
3296 202 73
9758 4305 77
1358 1111 81
1650 1570 80
4253 2327 59
3716 5797 18
7718 3777 81
6065 2152 13
4371 6176 86
6874 242 41
509 9097 62
1248 2242 48
2592 8536 20
4617 1229 24
1781 4638 6
5561 2350 47
4458 9039 5
9981 6468 14
5601 5316 94
1967 7045 67
39 6163 0
9774 8444 99
7525 8080 17
6824 449 86
5674 1257 85
1215 58 75
5230 6582 11
5037 270 62
6591 28 61
3612 9696 76
2100 9958 71
4191 3248 22
2698 2550 58
5728 3145 42
7438 1860 73
4477 1493 95
5404 7213 32
5525 904 95
9221 5848 68
8084 620 91
4838 9232 19
337 3566 32
7262 8534 31
3637 4694 2
7011 2514 42
2269 3834 47
9730 1503 41
606 411 97
4737 8102 15
3063 8117 17
1999 2151 43
7538 6782 54
1887 2012 12
8922 3837 74
7091 808 18
1851 8277 23
5852 1211 30
6589 8001 15
2487 4728 29
9921 5987 63
7327 9488 77
6714 846 75
5082 7831 39
2619 4169 47
9362 2406 60
8752 905 61
2720 4380 41
6550 1339 38
7124 951 5
4940 2989 25
1482 5104 53
3380 1430 11
2606 3058 87
2051 6327 30
7622 747 7
4296 3714 5
4949 5406 10
2515 1935 88
7785 8334 13
9023 1476 63
4177 5726 22
1707 3529 66
3627 9425 0
3248 7975 30
7757 1413 96
7016 8092 5
7251 1807 30
7703 5547 52
2255 4684 35
594 146 90
8036 47 5
607 3278 58
6281 7746 99
4422 4592 13
2808 4052 41
3791 7576 24
657 6708 46
9958 6632 63
1627 7831 41
2679 637 0
6637 909 50
4654 8540 97
8827 6979 46
2139 5838 81
898 9792 21
8697 293 13
6206 929 93
351 4816 94
6238 3988 75
3971 421 80
1683 6966 99
4756 609 66
3668 9359 95
7184 7928 94
4332 1866 58
5266 9463 13
7431 1286 60
3166 8449 22
5260 3883 73
4966 5706 46
2474 708 46
3670 820 66
5069 1378 27
3038 8884 59
7767 1978 30
921 191 90
3093 1444 9
9507 6040 23
8222 647 50
5225 7262 82
2969 9740 1
4855 305 26
6287 1863 79
2966 4478 45
4209 8886 6
4720 5643 6
4442 5361 83
8938 6817 95
3709 8799 97
3795 8742 52
1367 4140 3
855 6755 52
6856 8445 62
2997 650 89
65 4705 27
4447 4427 3
1276 4265 75
5246 9781 3
5815 4263 60
9316 2581 77
2533 1828 84
2703 4444 76
8374 2108 35
4402 3935 41
1786 393 20
1414 944 57
2912 2304 96
7691 6706 26
6216 7583 33
4511 976 5
9665 3206 98
2418 7619 91
5024 467 50
9934 6495 75
9075 7694 87
5465 4762 39
7508 7460 82
586 1495 22
3935 3948 59
5119 5138 66
1373 750 60
9341 2093 48
406 1918 68
212 6065 19
127 8571 14
8042 7750 49
1728 1261 77
8736 4025 6
465 9783 53
1405 1626 53
165 6545 27
5780 2431 80
183 1347 23
9081 9063 44
2249 4426 40
1662 1291 29
9698 1598 78
3727 2825 60
6269 5180 23
7347 6402 65
1082 5423 55
8187 8807 9
1330 6091 11
7544 9344 75
7689 3205 56
4724 1217 56
2048 760 80
1650 2088 66
1067 5778 73
3843 9048 32
1576 763 98
4335 9616 57
980 2166 61
5491 3933 29
4085 5250 91
4693 3288 88
786 4057 59
8827 6910 26
1290 1241 64
666 74 92
148 4412 92
216 158 27
1159 42 39
163 1448 96
6250 2896 96
9678 9108 86
3437 5303 23
8001 7041 45
3630 5094 0
8993 2054 94
9204 5542 24
2569 8581 43
1827 8201 2
9023 2038 61
3834 3101 5
6900 4732 56
8636 1210 17
2593 4477 92
2910 6990 8
2775 7889 69
1391 6139 35
4306 39 73
1069 7573 44
1827 4195 36
395 5102 16
9007 3022 64
9948 5008 72
7008 3790 57
5047 831 86
1696 906 67
1814 6190 67
5605 5511 83
4653 1439 26
1942 1929 40
3527 8540 86
8443 9047 53
8470 610 5
4709 2971 71
7242 2332 42
2420 3225 81
1718 6588 51
7252 5857 65
975 7430 51
6102 5750 88
6747 72 90
1219 3717 93
3760 756 92
7693 1199 32
8849 8873 43
7933 444 56
4486 8025 64
4000 2332 22
9145 53 9
895 6747 8
9319 1634 36
3123 6244 82
2490 3375 46
439 5048 65
8962 1168 19
5469 9982 13
3287 2340 66
7633 290 21
636 8677 95
906 9463 49
1620 8056 33
9566 5955 57
5421 461 1
6660 8916 63
8738 3378 97
7334 9588 99
470 5199 15
366 1465 32
9874 9078 37
6800 2848 93
5958 6757 71
9058 4682 17
1065 2706 20
5312 204 2
9197 2136 43
9116 2978 6
2624 5115 73
6160 4678 36
4719 4608 88
7782 4321 16
223 2712 86
7170 4766 42
268 8458 76
4662 9946 81
1753 4704 38
8597 4322 95
8911 1115 87
1221 237 4
5578 4640 64
566 1694 31
9365 6756 84
2065 5106 65
2000 5984 89
5402 5411 57
1807 4407 27
3686 7943 35
3112 8231 77
7049 1206 1
1435 3546 59
7576 6811 8
90 1164 97
9725 4107 83
6415 2377 94
5380 5355 68
6934 383 11
316 8403 48
4200 3041 60
1273 7723 89
2032 7223 87
8178 739 3
1137 4890 63
2177 9801 3
1913 6830 14
4099 2998 3
6598 117 90
4868 7374 92
448 4106 84
8848 5926 67
8235 2407 77
5471 7205 30
8920 6845 58
759 598 42
2808 2277 66
7633 3505 78
7290 5311 40
17 402 69
5543 848 26
6760 57 63
5646 2490 68
3526 3386 10
1649 6339 13
5162 8358 20
437 9815 75
6372 4876 90
1429 555 10
9077 4784 75
3435 5976 40
6048 8529 90
2633 1367 37
7323 5445 3
7994 8086 34
1452 5275 41
1925 7201 55
5304 2378 91
8433 3260 25
2826 8125 90
4189 9707 35
5847 5719 83
8614 9428 13
2048 8026 40
7727 1709 66
565 3965 87
4473 8976 50
8653 1953 29
4509 5343 0
8771 3611 78
6763 6188 68
5002 7960 68
7373 7666 60
418 2385 1
3485 1619 46
6613 6696 89
6894 804 19
6219 8627 88
8461 9295 52
3643 90 47
7965 1124 84
2525 5953 92
2110 2197 97
805 4112 56
3256 7730 31
3034 8501 71
6438 656 65
7236 8469 24
386 8972 2
3652 5471 80
925 380 8
3599 137 67
8728 5812 31
1684 7293 58
5140 6887 88
77 9559 59
530 8630 76
6140 638 91
5860 276 60
2094 2328 37
5053 5385 39
6927 6728 96
1304 4368 96
2975 4813 83
391 148 46
333 3559 27
1773 8601 7
2495 552 35
4460 9652 71
8595 9720 73
6088 9467 75
1163 1612 74
3649 7930 28
5395 583 33
3127 2045 0
1985 1990 72
4638 3771 93
1696 4373 61
4908 716 0
6739 827 97
3872 578 89
3772 5693 58
2999 7478 66
9610 642 95
3567 3577 54
8454 3992 2
2226 9994 45
1374 2548 83
444 1881 75
4670 8847 18
8098 1967 94
3572 6067 38
991 1789 68
4460 6512 0
6812 8434 77
7575 4617 90
47 990 40
6705 6484 43
9814 4564 0
298 7682 75
370 4923 98
1051 8864 77
3023 260 64
5117 5467 70
2919 2855 97
5727 4665 0
1888 4969 13
4398 1244 59
6850 456 5
5810 8428 13
420 6882 32
3266 6387 31
1464 1501 80
585 6702 73
9653 8594 27
388 7954 2
1866 9168 47
371 1137 33
4312 7862 20
7101 2555 85
8086 3117 41
9763 648 32
8667 8953 46
213 3594 7
2075 3266 29
8482 4508 2
2494 2571 6
698 7955 44
2444 9224 78
8101 31 40
8303 925 28
6559 8589 70
3849 6912 88
1563 8400 41
9514 5505 44
2711 7375 84
8106 6258 97
4394 159 23
2415 4096 22
258 873 76
396 8706 5
8795 8387 43
7141 6139 88
2839 2277 72
752 1396 82
771 2585 29
5584 1447 68
3939 1999 15
5522 4242 12
4707 3631 48
7454 7971 90
2209 5458 25
4727 5868 64
9555 7905 89
9207 5355 96
9323 341 49
634 6784 26
9786 4611 22
869 8258 11
800 6804 85
503 2362 8
5922 9040 1
5937 12 47
6919 7091 48
1160 1405 25
90 1330 81
1888 795 38
9411 9984 47
6655 371 2
5100 7761 17
3965 4539 1
6423 3815 9
53 6002 31
1585 7089 7
5944 5535 64
812 3627 84
2755 95 85
449 7238 55
2415 5741 56
4609 6019 27
6862 4248 79
1343 8731 51
8251 5096 98
979 5138 6
3991 8301 13
7781 8451 69
8286 7277 42
4541 3355 35
6658 4799 61
8380 1374 84
538 8113 56
4593 8373 71
5031 4252 53
4399 2623 0
36 600 66
7192 7546 64
7303 6281 52
5809 1933 22
1482 89 42
1704 2869 40
1136 2065 5
1612 9672 26
9955 625 10
7156 7388 46
4868 3614 13
8796 9726 65
2085 2181 29
5256 4188 16
838 998 15
7499 2222 33
1468 7629 43
6916 1028 61
790 8424 41
447 4347 19
1081 2382 89
2105 2403 49
7390 5991 68
6545 3317 45
4167 7270 38
7986 1925 2
7182 9095 28
6255 3396 20
2341 4813 46
4278 4027 3
4724 1686 86
3365 1397 68
7616 6218 44
604 3163 79
6015 9372 43
8807 6217 26
4017 180 57
9869 2536 58
3700 5622 74
8835 6828 14
7958 5899 27
8592 3921 40
7089 5536 43
1493 2146 21
5828 7094 18
802 2943 96
9027 3217 85
5403 1672 76
2685 9711 66
7254 1354 42
2643 1500 50
5866 5209 34
6398 7500 82
1916 6685 93
3253 1924 21
5248 6111 75
2043 7103 23
8116 9723 85
5203 9712 17
9084 5469 7
5966 1104 84
1381 2065 72
630 560 87
2715 1945 93
2621 6842 65
2249 2158 48
9766 5070 96
6693 8703 67
4683 3460 14
2444 2415 14
9924 9961 25
6200 1667 72
5249 4817 18
9813 7358 79
469 5086 75
2724 4246 87
3517 282 71
340 7501 35
2625 3273 47
6006 7388 17
1243 9338 84
4957 4639 94
9260 7531 53
665 2237 90
7971 2027 97
9460 8184 91
6099 6491 40
8890 8106 13
8498 2223 90
3562 7125 21
7995 4946 78
1754 9201 23
4413 8098 46
5687 478 12
8918 2482 84
714 2356 19
1458 6127 30
7401 8826 92
9766 6024 44
755 102 19
288 2384 21
1756 5635 68
2199 1410 13
1508 8135 15
1562 9354 2
6234 1115 10
263 1074 92
1984 4881 48
2040 8424 1
7781 702 93
5896 4020 1
8455 979 78
2014 2007 73
5699 9066 68
8985 524 64
1587 7629 18
111 7602 22
2042 187 42
4497 9188 72
838 7613 33
5348 2831 50
7596 1659 9
6029 4117 24
3906 1321 89
1225 9738 9
2469 5881 39
8107 2629 13
154 6685 50
6393 5249 94
3202 8008 34
8727 8672 7
1496 7942 72
2650 5008 19
5621 9483 27
3573 3705 44
8158 3375 44
2491 7934 52
8983 224 86
463 3331 1
753 6955 26
1596 2728 51
8061 4010 80
7153 4027 91
7491 7252 9
5726 6269 34
863 6130 21
1667 1049 17
5665 7011 25
4908 3162 50
3524 1215 99
7670 2455 11
6221 1680 37
8569 2807 35
3666 3092 82
4049 3106 94
3324 6444 70
3259 33 56
9093 2891 22
4605 1887 57
498 6028 46
4920 6297 29
6974 5089 59
864 479 72
5869 408 17
9663 2222 18
1183 8177 20
6678 2454 64
6847 8803 24
1626 2663 91
8292 7492 54
1030 8249 75
1425 8493 91
162 2771 37
7140 6888 54
5363 967 36
3461 2519 13
1106 3285 50
3704 640 72
353 3465 45
5306 1126 57
3296 1546 80
8796 9484 93
7194 605 59
6838 556 79
8296 782 29
1556 42 40
5536 3279 94
2543 4306 32
2379 8590 35
2881 7516 77
7173 3017 78
203 4681 23
4232 575 32
5140 1531 86
6361 4397 53
2809 8035 21
2537 7743 33
8306 8396 86
2035 673 34
9407 1804 7
3952 7626 31
4569 1808 31
1731 7707 46
6678 942 45
7330 961 47
4770 7426 87
4614 2686 5
9539 7365 21
1044 4502 57
2120 716 38
5131 388 44
439 7535 1
3988 2891 40
8232 1834 41
9765 5356 33
1786 1528 9
4363 6300 5
9530 6131 10
2705 9797 18
3316 6996 89
4833 618 3
7711 5460 35
9690 3420 46
8860 8445 90
145 1370 13
9836 2110 68
6906 2707 56
7701 6479 94
254 8126 13
646 5443 14
2515 8787 90
2197 9569 33
4148 6130 4
2862 9836 60
7230 4611 9
4568 7030 38
4932 7001 2
6191 3406 4
8579 1673 10
8965 37 19
9818 5049 12
8646 6718 38
9289 2690 33
4672 9989 53
4544 165 3
8770 7569 39
9968 5837 24
7456 3388 66
6296 3658 86
9420 3832 25
9276 3309 91
3842 1721 87
9109 1389 83
5721 6587 77
3924 3438 14
1662 1855 77
3706 8419 43
2302 6612 21
5692 407 18
5144 3748 15
7879 5521 48
5651 7087 75
8879 1858 83
9946 4187 7
8288 7925 95
2860 4320 90
4767 5656 54
672 8446 56
879 4500 93
3203 2309 8
1585 2289 71
580 4127 50
6941 6502 93
5994 6157 21
3156 7803 66
828 6288 12
4764 1935 72
2833 2920 2
9202 3048 6
6913 5361 10
7784 8064 85
8771 3392 12
4938 3789 1
8769 809 88
9774 1774 67
2838 456 98
1228 9753 9
3864 3720 9
125 7905 7
8418 900 28
1878 1827 3
8955 5739 40
1019 7680 93
6257 792 26
4237 2359 39
2981 7552 83
442 1979 7
8889 5780 65
4783 5794 63
7013 925 61
6397 4361 85
3095 3007 56
7544 4605 24
6056 892 50
6085 2420 31
1516 8786 34
7491 8647 17
947 4889 92
3296 6834 23
2172 1048 23
2291 8166 61
4981 941 61
9443 2245 96
4229 8373 0
3650 6703 28
4731 8941 23
1942 2710 88
6013 788 79
8073 9220 37
3555 8814 31
6000 7997 11
7008 6917 2
6128 1245 39
6629 699 33
8596 6884 76
4729 5413 3
9591 7403 64
1695 298 42
540 9245 64
8222 815 60
1989 3770 49
9297 8091 24
3252 321 40
9713 6835 16
5489 7796 48
2664 5858 43
5081 5580 7
4436 7670 62
2863 9166 63
9055 6598 72
9331 1861 0
8493 2041 49
3644 4237 82
7619 667 63
8816 2610 42
2619 8413 80
8108 1306 47
4806 1452 96
9571 3500 77
456 6535 11
1587 6102 84
4423 7883 13
5932 6079 82
6000 1616 58
7843 7807 9
415 4765 30
72 9317 58
3281 2272 57
2757 8740 7
9311 6257 93
971 1587 43
4468 3802 88
4298 6582 52
7977 1457 85
9293 1716 28
2394 9291 71
5107 2912 32
509 3292 77
4227 5205 91
9691 9183 81
270 2632 4
7318 114 13
5374 6849 52
2827 2915 37
2788 7255 77
851 9968 84
377 9246 20
5406 8162 45
9745 2341 32
4058 494 54
6094 3513 38
2398 2505 39
1251 2073 47
219 1479 17
3145 446 0
3498 797 41
7925 7840 99
9009 3656 43
992 5690 74
3458 4079 88
4973 8300 64
4654 9067 30
3826 2852 75
4177 734 20
3893 5023 40
9959 2118 28
7376 7945 53
7035 5565 26
5670 6712 80
2526 8959 60
7977 4200 74
5783 5781 6
4987 9501 68
8192 3714 41
1705 1694 30
7230 7614 98
7139 9546 62
767 6854 48
3828 2530 24
8692 1114 87
5960 1114 45
8464 1643 19
9326 4948 44
1863 5970 55
3360 7908 98
3063 584 25
558 6914 30
9479 803 99
8785 7000 51
7554 980 88
1908 7852 60
7829 3243 82
7065 9881 74
9380 5570 39
5352 1641 44
5775 7072 33
1694 8141 9
8595 1826 45
9204 6777 89
2250 7778 60
1571 5060 4
1716 4597 88
7716 5756 28
6929 4930 46
3787 5094 14
2278 3568 33
220 1891 23
9246 9778 89
3698 3616 0
7357 2532 3
1962 982 96
8759 8541 61
8425 7184 15
8752 4524 18
2093 8374 69
9899 3897 98
7634 7327 25
2372 7688 51
3557 4980 91
6861 2988 39
3260 9199 70
411 8233 26
9452 4946 21
1680 4636 36
7745 1925 23
7976 1342 99
8724 1929 51
628 2667 98
7357 3241 50
6452 9149 0
1491 8811 14
