3000 6000
1599 788 61
2045 435 92
2732 76 67
403 367 99
54 1167 12
2114 129 93
2977 2854 12
831 2889 26
2647 2299 89
2674 1836 12
387 2957 3
1491 1482 29
27 1361 52
2496 2646 83
597 2554 32
102 2945 76
1224 81 95
1623 632 43
1602 369 82
1989 2437 99
35 179 54
652 2399 50
132 1945 93
871 2649 90
2204 2177 5
2319 1750 28
2228 2722 68
2785 2774 84
651 884 37
1915 189 81
1074 1759 50
1546 2260 27
1233 421 61
818 546 50
263 1461 46
2458 594 71
2945 1502 46
2420 1254 53
760 586 19
1735 1616 13
1335 1592 18
265 370 36
2525 746 44
1512 2482 15
2105 1726 1
773 1306 80
1593 2990 91
214 223 57
2700 849 22
1285 762 2
1268 374 52
2848 2235 38
1762 1237 72
1792 200 43
2519 1481 70
2991 2145 84
714 85 79
399 1282 86
119 2650 93
185 1516 8
2888 499 25
2896 769 31
814 2502 70
1537 2598 77
2398 851 88
2463 2053 5
741 267 62
2655 2081 95
1618 2872 94
1670 2538 21
1445 2523 43
365 1718 35
1937 1599 99
1192 554 24
31 1066 29
722 2556 18
875 1692 10
361 1132 28
522 2149 77
1826 2348 78
2777 1338 75
944 125 39
1821 340 40
1966 2081 48
2547 951 7
1551 110 57
77 1009 3
576 1540 23
1574 454 69
2906 2485 99
1048 2930 73
2658 1816 84
2373 2031 4
783 791 22
2010 2987 64
568 2994 79
23 1709 57
1141 2285 77
2023 272 28
2435 1549 17
9 743 67
1265 590 91
369 1538 4
1776 2212 91
693 2409 20
1197 1662 28
1100 2759 42
440 1089 94
1642 1620 86
146 964 86
1271 943 66
474 445 88
2349 827 54
1504 281 46
2757 285 14
1350 1832 73
2943 312 32
2883 1239 68
2589 2683 9
987 795 45
1912 1639 35
1248 1479 7
1230 954 1
1940 2043 18
2412 2377 23
2472 2983 85
2686 720 57
2702 2439 6
276 1924 52
1037 1035 99
1316 1890 67
1606 2221 75
1520 2792 65
1547 258 84
531 2829 82
2705 2162 89
923 870 42
282 2196 80
1969 1072 15
1051 736 55
174 477 54
729 1882 51
1769 2237 1
676 1604 73
161 197 95
2125 2485 62
2229 560 18
2073 2079 9
662 1224 74
1682 1475 15
2343 446 32
2568 2684 61
2472 1286 66
89 2151 4
2233 1594 76
598 604 33
468 1184 17
2964 2616 14
2066 2996 73
1148 2510 96
941 1791 66
1589 1020 55
948 1251 81
2271 1825 28
1173 1454 9
430 1238 91
1739 853 48
567 2054 77
1490 1197 56
1773 589 62
536 2429 88
1539 2585 41
1167 2520 60
47 2581 82
1606 2989 84
1403 960 62
2732 2392 43
2063 1923 11
740 692 43
1270 919 49
2112 2576 45
2486 2556 3
1364 1498 8
878 338 23
5 1411 93
2117 943 27
1514 1290 16
2801 339 44
2236 2012 74
2433 2740 1
2183 135 28
633 437 34
1577 671 22
263 1659 40
2368 1282 48
2366 2290 27
2458 2071 6
305 2001 34
1770 555 7
1299 1730 75
2803 439 94
1488 1664 73
48 1358 80
2487 1764 13
13 452 70
978 766 4
416 1649 77
1837 1537 59
2432 2955 5
2526 2937 66
914 2155 90
446 182 35
2093 936 46
238 2456 3
1714 1599 41
925 74 24
1344 2863 49
2276 1597 34
1647 1426 43
244 1592 61
2269 2175 39
696 1481 71
268 1713 66
1030 1806 9
290 2059 84
1546 2759 3
606 391 93
1196 2583 50
2557 1435 12
667 1869 65
1903 973 91
2516 149 15
118 243 88
2497 711 91
2874 563 25
1007 370 21
1727 2658 36
275 1221 76
1799 919 41
1611 2712 9
2635 2263 30
2514 336 83
1032 988 39
2705 2670 40
868 1391 28
1985 2537 20
1124 997 54
1703 2494 62
2865 2554 0
2302 2714 29
1794 26 63
528 1748 79
351 2199 3
442 1280 16
290 98 58
1730 2553 51
2262 444 49
1485 1055 72
889 2858 52
129 2640 60
2046 1627 44
422 1936 73
1154 333 56
2051 1391 34
2931 1322 79
2202 2176 80
1269 2388 29
885 1002 10
1327 2274 60
99 1042 55
393 1065 28
572 2284 26
1798 2523 1
1587 1088 97
2652 1175 50
1678 2455 93
1630 1406 31
1489 165 21
127 964 40
113 389 10
2488 1763 20
2188 2821 64
3 754 22
1316 2854 86
2425 524 18
302 120 59
488 682 41
2574 500 66
2222 2754 52
850 1516 26
2486 602 37
1901 2901 49
967 102 65
881 1843 10
2508 2489 58
1184 121 6
586 2987 71
2490 972 18
2073 2353 81
2662 996 13
451 2115 4
1785 2333 64
1504 837 53
1784 1333 72
2921 1544 70
1257 88 29
2297 340 23
901 343 76
1731 500 48
1613 253 11
693 332 51
1814 1599 16
2212 834 49
2252 2912 41
2209 450 80
2569 535 62
2365 1111 17
2011 763 21
2606 1345 43
850 1593 64
2442 444 33
736 502 25
559 2953 7
6 1543 29
2751 70 95
228 2541 59
220 1715 44
1178 1658 84
1738 383 38
737 1635 30
1782 2315 80
2021 1425 52
204 2446 12
1004 2045 25
1244 2549 94
2529 2132 9
1316 2429 61
133 930 46
2532 1283 73
439 880 35
987 2570 89
1629 2560 21
1597 2189 63
444 621 5
2815 1713 34
1999 1137 15
2164 2058 11
2383 846 43
2737 2831 55
251 351 90
1052 295 20
61 2360 67
273 2034 33
1191 301 78
1387 879 0
615 709 72
1061 1952 70
1823 64 37
1050 1610 91
978 1443 61
1821 2718 98
183 1933 95
2709 72 68
2703 864 45
1849 50 46
1142 1444 55
2459 768 85
301 768 47
2606 187 35
1309 1364 33
1351 1140 25
1724 346 0
2838 2031 21
217 2624 84
2815 2344 52
19 70 67
2919 2174 87
1030 1345 16
1044 1699 62
685 1115 21
502 1541 4
1573 1733 52
1811 229 24
1159 983 65
845 1950 26
2591 2897 13
1371 2986 62
190 2584 6
2418 622 19
2666 1218 91
959 566 3
2279 498 67
345 2103 30
20 25 34
2821 1833 35
1287 1393 27
348 1624 92
2918 800 44
431 86 95
2508 753 97
2192 1121 19
2907 2071 22
2561 1991 52
2251 1523 65
956 2980 61
1465 523 0
1828 2235 53
612 1682 76
157 2289 92
199 1776 61
2842 1131 60
2700 2638 80
620 2545 29
168 2141 62
2834 1633 70
2082 1000 60
1364 141 99
336 1665 33
2029 1827 54
28 1319 84
110 168 17
2397 2125 6
2410 1463 48
1690 1969 44
1599 2643 55
464 2537 58
2206 1911 14
1947 293 29
2587 2080 85
2764 1234 76
2015 118 84
847 2648 47
2555 1832 81
837 427 96
2859 2324 99
653 1701 41
1404 729 15
565 650 32
83 2719 96
439 778 38
2241 2803 6
1620 2670 49
1205 1524 78
2787 984 29
139 1898 73
1638 815 2
41 485 63
1211 2066 27
583 930 65
82 982 31
1235 2290 12
256 802 48
513 2126 97
64 215 93
1907 2437 18
1338 1424 70
2183 345 28
2059 1483 21
537 2560 49
1923 883 5
847 2313 86
2984 2409 34
500 1970 39
157 2668 56
1485 2592 22
1733 2735 83
827 499 61
1090 2135 0
479 2573 6
885 2245 9
1836 1981 39
699 101 7
195 1219 84
2427 2355 60
1133 452 0
603 1688 98
875 2569 4
1990 843 57
1857 2319 75
149 190 46
1798 1467 46
2509 80 79
1981 2207 19
2138 2425 99
2770 2014 10
355 232 65
618 1720 37
1264 709 3
2544 2050 41
1301 344 27
2141 2910 96
2824 1683 98
1640 1131 70
2754 2535 3
1445 609 14
2032 1917 30
1318 432 13
90 461 32
635 517 45
321 1818 5
1333 1721 46
1970 788 94
1008 2227 35
2577 2675 5
2050 2642 54
318 1390 24
979 1365 54
171 2022 44
2267 1509 10
2872 1552 74
1977 1697 70
941 2267 41
617 968 65
321 655 27
2914 2283 37
932 2549 62
882 2035 92
1135 2930 34
2520 2728 88
1724 2634 33
2603 2125 22
782 2760 65
1930 1264 23
2322 1486 8
2638 2631 65
426 1362 63
2378 2419 51
2741 1315 76
168 2521 98
1587 2531 39
2339 2552 30
2474 2781 42
118 2900 0
234 1606 80
790 923 99
2168 485 34
1455 1544 44
708 2800 19
518 1349 47
1580 2299 48
684 2119 32
2340 2888 70
1297 433 40
2622 2545 40
2727 250 82
2247 1099 50
2730 2396 4
1331 805 51
82 1139 67
370 676 43
556 2973 16
2957 1286 66
2433 1843 72
1814 298 71
2937 2261 9
2920 2586 27
1441 53 23
2528 2491 97
1099 1881 23
1310 671 78
2993 90 53
234 266 47
2113 422 45
1974 2488 22
2377 2519 83
966 2805 94
1646 2324 41
1089 98 97
66 460 91
573 1465 5
2806 2438 96
518 1262 44
726 2015 93
1323 569 24
1218 1369 72
1670 161 15
825 1729 94
37 195 30
1549 2300 1
1794 561 3
2992 1959 48
1206 2613 69
639 1455 61
2651 1410 77
1576 1539 22
502 2224 96
849 23 12
2723 2714 71
1808 1620 81
1156 2298 49
2145 497 66
443 1448 92
1531 1204 95
294 2450 49
1951 2581 98
845 1675 45
1584 433 0
2399 567 97
2009 2941 31
2099 1898 74
387 759 62
1145 729 59
324 767 66
968 927 94
1849 1796 42
2923 396 17
411 2368 48
781 2833 74
688 884 68
1468 2425 4
1844 921 60
1911 2922 51
2700 1342 30
425 1430 51
2720 1198 27
1480 405 82
425 614 12
204 192 9
2938 1005 66
1666 2171 80
964 541 26
1886 1935 33
2251 1724 76
292 2159 51
596 527 7
1287 27 20
1805 2127 37
2710 1583 3
137 2483 41
2635 1621 77
1278 80 34
1711 1229 53
930 2408 30
1448 632 41
2670 416 63
1818 815 84
2509 2974 41
885 1408 60
1748 2085 78
101 2171 5
401 796 72
109 2731 87
2670 525 84
802 727 46
1688 2352 97
2989 2895 98
1951 18 73
1257 1719 73
915 68 83
1610 2859 25
596 1839 83
1518 159 18
2061 167 3
1166 2938 26
1193 2882 76
760 2738 57
780 554 78
61 1868 21
1673 98 57
1258 1419 45
2901 189 16
1956 2239 25
2125 1532 78
2421 2716 62
1287 1208 38
1530 1605 90
799 2569 7
1253 1413 56
1785 583 48
593 2799 62
2606 666 35
219 671 64
2599 608 47
14 2914 12
1507 1622 27
1492 2320 99
1898 2271 86
2192 2552 17
2524 2988 93
89 1688 14
296 2268 46
1358 1737 45
2568 1797 25
2647 1221 37
2643 2907 70
1549 546 39
2252 12 20
2431 2476 91
525 2845 99
1416 1774 56
677 872 36
1008 896 9
132 2358 88
744 4 30
1727 649 19
1868 174 1
2361 1255 66
2927 313 62
2780 1818 28
2289 713 41
1223 2796 31
840 231 35
632 1582 82
1250 644 52
2457 601 68
33 773 94
1419 2526 83
533 1782 12
2436 1825 52
1812 24 45
1296 1202 73
2758 1305 77
358 111 81
2650 2570 80
1253 2327 59
1716 2797 18
2718 777 81
1065 2152 13
1371 2176 86
2874 242 41
509 1097 62
1248 2242 48
2592 1536 20
1617 229 24
2781 1638 6
1561 2350 47
1458 1039 5
2981 2468 14
601 1316 94
1967 45 67
1039 1163 0
774 444 99
2525 2080 17
2824 2449 86
674 1257 85
1215 58 75
2230 582 11
37 270 62
1591 28 61
1612 2696 76
2100 1958 71
191 2248 22
698 1550 58
2728 1145 42
1438 2860 73
477 2493 95
404 2213 32
2525 1904 95
2221 2848 68
1084 2620 91
2838 1232 19
337 2566 32
2262 534 31
637 2694 2
2011 2514 42
2269 834 47
730 1503 41
606 1411 97
2737 1102 15
1063 2117 17
2999 151 43
1538 782 54
1887 12 12
2922 2837 74
1091 808 18
1851 1277 23
1852 2211 30
1589 2001 15
2487 1728 29
921 2987 63
327 488 77
1714 846 75
82 831 39
619 169 47
1362 406 60
1752 905 61
1720 380 41
550 1339 38
124 1951 5
1940 2989 25
1482 1104 53
2380 430 11
606 2058 87
2051 327 30
2622 1747 7
296 2714 5
949 406 10
515 935 88
1785 334 13
2023 1476 63
2177 726 22
2707 2529 66
2627 425 0
248 1975 30
1757 413 96
2016 2092 5
1251 1807 30
703 2547 52
1255 2684 35
594 146 90
36 1047 5
1607 278 58
1281 2746 99
2422 592 13
808 52 41
2791 576 24
1657 708 46
2958 2632 63
1627 2831 41
2679 1637 0
2637 1909 50
1654 1540 97
2827 2979 46
2139 1838 81
898 1792 21
697 1293 13
206 929 93
351 1816 94
1238 2988 75
1971 421 80
1683 2966 99
1756 2609 66
2668 359 95
184 928 94
332 866 58
266 463 13
2431 1286 60
2166 1449 22
1260 1883 73
2966 706 46
2474 1708 46
2670 1820 66
1069 378 27
2038 1884 59
767 2978 30
921 2191 90
93 1444 9
507 40 23
222 647 50
225 1262 82
1969 740 1
2855 305 26
287 1863 79
1966 478 45
209 886 6
2720 2643 6
1442 1361 83
938 817 95
709 2799 97
795 1742 52
367 140 3
1855 1755 52
1856 2445 62
2997 650 89
2065 1705 27
1447 2427 3
1276 2265 75
2246 1781 3
1815 263 60
316 2581 77
2533 828 84
1703 1444 76
374 2108 35
1402 1935 41
1786 393 20
414 2944 57
912 2304 96
2691 2706 26
2216 583 33
1511 1976 5
2665 2206 98
2418 2619 91
24 1467 50
2934 2495 75
2075 1694 87
2465 2762 39
2508 2460 82
586 2495 22
935 2948 59
2119 2138 66
2373 750 60
341 2093 48
1406 1918 68
212 65 19
1127 571 14
42 1750 49
1728 1261 77
1736 2025 6
2465 783 53
1405 2626 53
165 1545 27
780 1431 80
183 2347 23
2081 2063 44
249 2426 40
1662 291 29
2698 598 78
1727 825 60
2269 2180 23
2347 402 65
82 423 55
1187 2807 9
330 91 11
1544 344 75
2689 2205 56
724 2217 56
2048 2760 80
650 88 66
67 778 73
843 48 32
1576 763 98
335 1616 57
1980 166 61
1491 1933 29
85 250 91
1693 2288 88
786 57 59
1827 910 26
290 241 64
666 74 92
148 412 92
216 2158 27
2159 2042 39
1163 448 96
1250 896 96
2678 2108 86
1437 1303 23
1 2041 45
2630 2094 0
2993 2054 94
2204 2542 24
2569 2581 43
827 201 2
1023 38 61
2834 1101 5
900 1732 56
636 2210 17
593 1477 92
1910 990 8
2775 2889 69
1391 1139 35
1306 1039 73
69 1573 44
1827 1195 36
395 1102 16
2007 22 64
948 1008 72
1008 1790 57
2047 831 86
1696 906 67
814 190 67
605 2511 83
653 1439 26
1942 2929 40
527 1540 86
443 47 53
470 610 5
1709 1971 71
1242 2332 42
2420 2225 81
1718 1588 51
2252 857 65
2975 430 51
2102 2750 88
2747 72 90
1219 1717 93
2760 1756 92
1693 1199 32
849 1873 43
1933 2444 56
2486 25 64
1000 1332 22
145 53 9
2895 747 8
319 1634 36
123 1244 82
490 375 46
439 1048 65
962 1168 19
469 982 13
287 2340 66
1633 290 21
636 677 95
906 1463 49
2620 2056 33
2566 955 57
1421 2461 1
2660 916 63
1738 2378 97
2334 588 99
470 199 15
366 1465 32
1874 1078 37
1800 848 93
2958 1757 71
1058 682 17
1065 2706 20
2312 2204 2
2197 2136 43
2116 1978 6
2624 1115 73
2160 1678 36
719 608 88
1782 1321 16
1223 712 86
170 1766 42
268 1458 76
1662 1946 81
2753 1704 38
2597 1322 95
2911 115 87
1221 237 4
2578 2640 64
2566 1694 31
365 2756 84
2065 1106 65
0 2984 89
1402 1411 57
1807 407 27
1686 1943 35
112 2231 77
2049 1206 1
435 546 59
2576 1811 8
90 1164 97
1725 2107 83
2415 2377 94
1380 355 68
2934 383 11
316 403 48
1200 1041 60
1273 2723 89
1032 1223 87
178 739 3
2137 2890 63
1177 2801 3
913 2830 14
2099 1998 3
1598 2117 90
868 2374 92
448 2106 84
2848 1926 67
2235 2407 77
471 205 30
920 1845 58
2759 2598 42
1808 2277 66
633 1505 78
290 311 40
2017 402 69
543 2848 26
1760 2057 63
1646 1490 68
526 2386 10
649 339 13
1162 2358 20
437 815 75
372 1876 90
1429 555 10
1077 2784 75
435 1976 40
1048 2529 90
2633 367 37
323 1445 3
994 2086 34
1452 2275 41
1925 201 55
304 1378 91
1433 1260 25
1826 1125 90
1189 2707 35
1847 719 83
614 428 13
48 2026 40
2727 709 66
2565 2965 87
2473 976 50
2653 2953 29
1509 2343 0
771 1611 78
763 1188 68
2 2960 68
1373 1666 60
418 1385 1
1485 2619 46
2613 1696 89
894 804 19
219 627 88
461 1295 52
2643 90 47
1965 1124 84
2525 953 92
110 197 97
2805 1112 56
2256 730 31
2034 1501 71
438 2656 65
236 1469 24
386 972 2
1652 1471 80
1925 2380 8
1599 137 67
1728 812 31
2684 293 58
2140 2887 88
77 2559 59
1530 1630 76
2140 1638 91
1860 1276 60
2094 328 37
2053 385 39
2927 2728 96
2304 2368 96
975 1813 83
1391 148 46
2333 559 27
2773 1601 7
1495 552 35
1460 1652 71
595 2720 73
1088 2467 75
163 2612 74
1649 930 28
1395 583 33
127 2045 0
985 1990 72
1638 771 93
2696 2373 61
908 716 0
1739 827 97
872 578 89
772 2693 58
999 1478 66
2610 642 95
1567 577 54
1454 992 2
2226 2994 45
374 2548 83
444 2881 75
1670 1847 18
98 967 94
572 67 38
991 1789 68
2460 2512 0
1812 2434 77
2575 1617 90
47 990 40
2705 484 43
2814 1564 0
1298 1682 75
370 2923 98
1051 1864 77
2023 260 64
117 467 70
919 855 97
727 1665 0
888 2969 13
2398 1244 59
2850 2456 5
1810 2428 13
420 1882 32
2266 1387 31
1464 501 80
585 1702 73
653 2594 27
388 954 2
1866 1168 47
371 1137 33
312 1862 20
101 2555 85
1086 1117 41
1763 1648 32
667 1953 46
213 2594 7
75 266 29
482 508 2
494 1571 6
698 955 44
1444 1224 78
1101 31 40
2303 1925 28
2559 589 70
2849 2912 88
563 2400 41
1514 505 44
1711 2375 84
2106 258 97
2394 2159 23
415 2096 22
1258 873 76
396 706 5
2795 2387 43
141 1139 88
2839 2277 72
752 1396 82
771 2585 29
2584 1447 68
939 2999 15
1522 242 12
707 1631 48
2454 1971 90
2209 1458 25
727 1868 64
2555 1905 89
1207 355 96
2323 1341 49
634 2784 26
1786 1611 22
869 2258 11
800 1804 85
503 2362 8
1922 2040 1
937 12 47
2919 91 48
2160 1405 25
1090 1330 81
1888 2795 38
2411 1984 47
655 1371 2
1100 761 17
1965 1539 1
423 2815 9
1053 2 31
2585 2089 7
944 1535 64
1812 1627 84
1755 95 85
1449 238 55
2415 2741 56
1609 1019 27
862 2248 79
2343 2731 51
1251 2096 98
979 138 6
1991 1301 13
2781 1451 69
2286 1277 42
2541 2355 35
2658 2799 61
2380 374 84
538 2113 56
593 2373 71
31 252 53
2399 623 0
2036 2600 66
2192 1546 64
1303 1281 52
1809 1933 22
1482 2089 42
704 1869 40
136 65 5
2612 2672 26
2955 625 10
2156 388 46
2868 2614 13
1796 726 65
1085 2181 29
2256 1188 16
838 2998 15
2499 222 33
1468 2629 43
1916 28 61
2790 424 41
1447 347 19
81 2382 89
2105 2403 49
390 991 68
2545 317 45
1167 1270 38
986 1925 2
182 95 28
1255 396 20
2341 813 46
2278 1027 3
1724 1686 86
1365 2397 68
2616 1218 44
2604 1163 79
1015 1372 43
2807 2217 26
2017 1180 57
1869 1536 58
700 622 74
1835 1828 14
958 1899 27
2592 921 40
2089 536 43
1493 2146 21
828 94 18
1802 1943 96
2027 217 85
2403 1672 76
1685 711 66
1254 354 42
2643 1500 50
866 2209 34
398 2500 82
1916 685 93
253 1924 21
1248 1111 75
1043 103 23
1116 2723 85
203 1712 17
1084 469 7
966 104 84
2381 2065 72
630 1560 87
2715 2945 93
2621 2842 65
249 158 48
2766 1070 96
693 703 67
1683 1460 14
444 415 14
924 961 25
2200 1667 72
2249 2817 18
2813 358 79
1469 1086 75
2724 1246 87
1517 1282 71
2340 2501 35
625 2273 47
1006 2388 17
1243 2338 84
957 639 94
2260 531 53
665 2237 90
1971 27 97
1460 1184 91
1099 1491 40
2890 2106 13
2498 1223 90
2562 1125 21
995 946 78
1754 2201 23
1413 98 46
1687 478 12
2918 2482 84
2714 1356 19
1458 127 30
2401 826 92
2766 1024 44
1755 102 19
2288 384 21
756 635 68
2199 1410 13
2508 135 15
562 354 2
1234 115 10
1263 1074 92
984 2881 48
40 424 1
781 702 93
1896 2020 1
455 2979 78
1014 2007 73
2699 1066 68
985 524 64
1587 629 18
111 602 22
42 2187 42
2497 188 72
838 1613 33
2348 1831 50
1596 2659 9
2029 1117 24
2906 321 89
1225 2738 9
2469 881 39
2107 1629 13
154 685 50
2393 249 94
1202 1008 34
727 2672 7
496 2942 72
1650 8 19
2621 1483 27
1573 1705 44
158 2375 44
2491 934 52
983 2224 86
2463 1331 1
753 2955 26
596 728 51
1061 1010 80
2153 27 91
1491 2252 9
2726 2269 34
863 130 21
1667 2049 17
665 2011 25
908 162 50
524 1215 99
2670 455 11
221 1680 37
569 2807 35
2666 92 82
49 106 94
2324 444 70
2259 33 56
1093 891 22
2605 887 57
498 1028 46
1920 2297 29
2974 89 59
2864 2479 72
869 1408 17
1663 1222 18
183 2177 20
1678 1454 64
847 1803 24
1626 2663 91
2292 1492 54
1030 249 75
1425 2493 91
162 771 37
2140 888 54
2363 2967 36
461 2519 13
1106 1285 50
1704 640 72
2353 465 45
2306 1126 57
2296 1546 80
796 1484 93
2194 1605 59
838 2556 79
296 1782 29
1556 2042 40
1536 279 94
543 1306 32
2379 590 35
1881 1516 77
2173 2017 78
203 681 23
2232 2575 32
2140 1531 86
1361 1397 53
809 2035 21
2537 743 33
1306 1396 86
1035 2673 34
2407 1804 7
952 626 31
1569 2808 31
1731 707 46
1678 942 45
2330 961 47
770 1426 87
2614 1686 5
1539 365 21
44 2502 57
2120 716 38
1131 1388 44
1439 1535 1
988 891 40
232 834 41
765 2356 33
1786 1528 9
1363 300 5
1530 1131 10
1705 1797 18
1316 996 89
2833 2618 3
711 460 35
690 420 46
2860 1445 90
145 370 13
836 1110 68
906 707 56
1701 1479 94
254 126 13
2646 1443 14
515 787 90
2197 2569 33
148 2130 4
862 836 60
2230 611 9
1568 1030 38
932 1001 2
1191 406 4
2579 1673 10
1965 37 19
818 1049 12
1646 718 38
289 2690 33
2672 1989 53
544 2165 3
1770 2569 39
2968 837 24
1456 2388 66
296 2658 86
420 2832 25
2276 309 91
2842 2721 87
1109 389 83
721 1587 77
2924 2438 14
1662 2855 77
706 1419 43
1302 2612 21
692 407 18
2144 1748 15
879 2521 48
1651 1087 75
2879 2858 83
1946 187 7
2288 2925 95
1860 320 90
2767 1656 54
672 446 56
2879 1500 93
2203 1309 8
585 2289 71
580 2127 50
941 1502 93
1994 1157 21
2156 2803 66
1828 1288 12
764 1935 72
833 920 2
1202 1048 6
1913 1361 10
2784 2064 85
771 2392 12
2938 789 1
769 2809 88
1774 1774 67
2838 2456 98
1228 2753 9
864 1720 9
125 2905 7
2418 1900 28
878 827 3
955 739 40
19 680 93
257 1792 26
1237 359 39
1981 2552 83
442 1979 7
2889 1780 65
1783 794 63
2013 2925 61
1397 2361 85
1095 2007 56
544 1605 24
1056 2892 50
1085 2420 31
1516 1786 34
1491 1647 17
947 2889 92
2296 1834 23
2172 2048 23
1291 166 61
1981 941 61
2443 245 96
2229 2373 0
650 703 28
2731 2941 23
1942 1710 88
13 788 79
2073 1220 37
555 1814 31
1000 1997 11
2008 1917 2
2128 1245 39
629 1699 33
596 1884 76
729 2413 3
2591 2403 64
1695 298 42
540 1245 64
1222 815 60
989 1770 49
297 2091 24
252 2321 40
1713 2835 16
2489 796 48
2664 1858 43
2081 2580 7
1436 670 62
1863 166 63
2055 598 72
1331 1861 0
493 41 49
2644 1237 82
1619 667 63
1816 2610 42
619 413 80
2108 1306 47
1806 452 96
2571 2500 77
1456 2535 11
1587 102 84
2423 1883 13
1932 2079 82
1000 1616 58
2843 807 9
415 765 30
1072 2317 58
1281 1272 57
1757 2740 7
2311 257 93
1971 587 43
468 802 88
298 582 52
1977 2457 85
1293 1716 28
394 1291 71
2107 912 32
509 2292 77
1227 1205 91
1691 183 81
2270 2632 4
2318 2114 13
1374 849 52
2827 915 37
788 255 77
2851 1968 84
377 246 20
406 2162 45
2745 2341 32
58 1494 54
1094 2513 38
2398 2505 39
1251 1073 47
1219 479 17
2145 1446 0
2498 797 41
1925 840 99
9 2656 43
992 690 74
458 79 88
973 300 64
654 67 30
826 2852 75
177 2734 20
2893 23 40
1959 2118 28
2376 2945 53
35 565 26
670 1712 80
526 1959 60
1977 1200 74
2783 781 6
1987 501 68
1192 2714 41
1705 2694 30
2230 1614 98
2139 2546 62
767 2854 48
2828 1530 24
2692 2114 87
1960 1114 45
464 1643 19
1326 1948 44
1863 970 55
2360 2908 98
2063 584 25
558 914 30
479 803 99
1785 0 51
2554 1980 88
1908 2852 60
829 243 82
2065 2881 74
1380 1570 39
2352 1641 44
2775 1072 33
694 1141 9
1595 826 45
2204 777 89
2250 778 60
1571 60 4
1716 2597 88
1716 1756 28
929 1930 46
787 94 14
2278 2568 33
2220 891 23
2246 1778 89
698 616 0
357 2532 3
2962 982 96
1759 2541 61
2425 2184 15
2752 2524 18
93 2374 69
2899 897 98
1634 327 25
372 2688 51
1557 1980 91
2861 1988 39
260 1199 70
2411 1233 26
452 1946 21
680 2636 36
2745 2925 23
1976 1342 99
2724 929 51
628 2667 98
1357 241 50
2452 1149 0
1491 811 14
2753 2210 42
1553 1228 64
1215 213 49
524 442 54
1217 940 12
2184 449 28
2463 963 97
2287 0 86
1443 1438 18
1120 912 97
605 946 89
2570 2337 35
990 797 92
1317 1903 30
865 952 19
1297 1654 28
1274 2183 61
913 154 24
1698 1550 90
1148 356 24
2901 2318 5
768 2140 87
155 2728 55
335 1485 0
1629 2754 1
75 815 37
1531 2461 10
1047 981 55
1674 1838 88
811 2721 16
315 1312 97
1331 1943 8
1974 2069 52
2016 664 59
1686 551 87
1872 345 63
2376 2901 13
1889 1632 88
12 2539 90
1657 2718 15
1717 2859 72
1645 1449 71
1168 1081 71
606 2852 86
2944 2240 31
2778 879 73
1659 2792 98
1387 2021 2
1620 2116 47
1622 1925 2
2120 1899 34
804 969 83
1568 1538 74
2156 2017 0
2579 1432 48
1047 1044 9
546 1556 70
2241 39 93
1196 2513 31
2121 2972 96
328 2288 39
2415 1399 55
184 1658 84
2525 975 89
1371 2794 85
944 2920 75
1161 1324 71
2466 2235 59
2540 2443 56
1654 1497 39
1709 2057 2
2323 2037 38
916 2697 91
2402 2189 87
997 1120 67
1949 926 23
591 848 35
2691 744 58
2512 98 72
1355 1771 9
1753 448 45
1304 2512 16
1855 198 62
2157 196 18
164 704 18
545 813 95
2154 433 54
618 1800 29
1561 2932 58
1546 260 43
723 2817 12
1906 1831 39
109 730 90
337 721 75
1274 2116 81
257 465 43
2959 1450 21
978 2956 34
2274 747 95
2400 861 63
2255 814 50
968 1926 17
2785 1932 70
894 2012 92
2984 536 61
102 2499 17
1109 2752 90
2638 944 66
1770 1603 55
437 922 87
1477 209 63
273 1031 72
2586 91 58
2392 963 62
183 2415 48
535 397 25
1707 2184 44
2022 2073 94
2873 2404 59
929 993 47
361 1928 59
1415 1016 15
1466 2662 92
2058 2398 31
1179 1188 73
1946 1089 80
481 1500 80
487 1341 61
1241 798 89
1573 908 9
950 308 41
1467 425 50
1704 1736 67
54 285 85
1921 1628 35
2215 1604 44
2050 1655 19
1881 1619 48
656 2631 41
1178 1273 89
1497 1338 76
1674 2325 65
2829 2650 36
1989 1298 83
749 421 39
437 1734 84
1215 22 87
193 1842 22
316 1122 25
1179 2291 71
871 2904 93
100 462 83
2890 2289 17
1391 1018 20
1303 1375 67
1392 32 8
2641 2998 58
113 693 1
687 516 18
1718 2668 36
747 523 97
1073 2552 15
256 2928 15
2619 2343 48
710 544 10
104 40 37
1012 2034 44
217 2068 35
1104 2032 16
2691 1197 46
853 223 78
2233 962 90
428 2124 81
1489 425 84
2286 535 96
2662 363 35
2667 1437 55
2575 154 70
1663 460 63
2316 1094 47
1518 2509 64
2112 1524 34
806 2381 90
2634 415 62
1580 1919 26
370 1850 44
2018 2716 61
1422 6 26
703 1039 10
214 1751 32
1985 2684 1
535 502 63
564 12 40
2711 1537 78
2781 2334 51
2040 2710 38
1507 349 51
2350 606 95
2171 621 88
1675 725 7
1628 1265 86
2373 2289 85
1981 2655 87
1394 2506 16
2091 651 87
1242 1182 71
1552 1095 21
2301 387 27
325 2140 91
2830 2957 51
304 2672 21
