3000 5500
875 2569 -40
843 2557 69
2875 149 -46
1798 1467 -109
80 479 107
1719 2138 49
2770 2014 -55
232 2765 -70
1237 1264 103
2544 2050 101
344 2427 60
1696 2824 48
1640 1131 -54
2535 2903 9
414 2032 80
1318 432 90
461 132 67
2645 321 -55
1333 1721 -20
788 2394 -127
2835 2577 55
2050 2642 -18
1390 724 15
2754 171 -144
2267 1509 -22
1552 874 47
370 941 41
617 968 21
655 1727 -33
2137 932 112
882 2035 -85
2930 2534 -28
2688 1724 -33
2603 2125 -32
2760 2065 -64
2423 2322 -108
2638 2631 126
1362 563 -19
1851 2741 26
168 2521 -87
2531 1239 2
2830 2474 142
118 2900 -84
1606 1680 -23
2399 2168 134
1455 1544 -108
2800 1219 -149
1947 1580 148
684 2119 -90
2888 770 133
140 2622 140
2727 250 -147
1099 2050 -146
1304 1331 1
82 1139 70
676 1143 -123
116 2957 -66
2433 1843 -14
298 2471 11
809 2920 -77
1441 53 128
2491 597 81
823 1310 128
2993 90 84
266 247 122
1745 1974 -22
2377 2519 66
2805 2794 -74
1441 1089 -47
66 460 123
1465 2605 -38
1396 518 -44
726 2015 123
569 1124 -19
472 1670 115
825 1729 -37
195 830 50
1701 1794 103
2992 1959 -6
2613 1969 105
561 2651 -127
1576 1539 -52
2224 196 23
1912 2723 -121
1808 1620 106
2298 149 47
1466 443 -142
1531 1204 144
2450 1149 31
1598 845 95
1584 433 -149
567 2297 91
2231 2099 -24
387 759 -95
729 1659 -17
1966 968 144
1849 1796 -73
396 2417 118
48 781 74
688 884 -118
2425 204 -21
2960 1911 -1
2700 1342 -125
1430 1451 -148
1527 1480 82
425 614 -54
192 1009 -105
2866 1666 80
964 541 -86
1935 733 74
2076 292 51
596 527 87
27 1920 27
837 2710 53
137 2483 85
1621 2277 -80
1434 1711 3
930 2408 -98
632 1141 -116
63 1818 34
2509 2974 135
1408 960 -135
2778 101 105
401 796 -109
2731 2987 -75
1184 802 96
1688 2352 139
2895 398 18
1373 1257 23
915 68 110
2859 2125 -39
2583 1518 68
2061 167 116
2938 2226 32
876 760 -7
780 554 -61
1868 521 98
1757 1258 95
2901 189 -6
2239 2725 32
1178 2421 -12
1287 1208 -30
1605 1490 19
2407 1253 56
1785 583 -143
2799 1362 -66
735 219 114
2599 608 14
2914 212 122
2327 1492 -149
1898 2271 -92
2552 1217 -138
693 89 -64
296 2268 -8
1737 745 -147
825 2647 37
2643 2907 -49
546 1039 -12
2020 2431 -91
525 2845 66
1774 2056 122
1736 1008 -9
132 2358 -144
4 2930 49
519 1868 -101
2361 1255 -77
313 362 -18
2728 2289 141
1223 2796 90
231 135 -82
1382 1250 -2
2457 601 -33
773 894 126
1883 533 -62
2436 1825 -12
24 2845 -2
2773 2758 27
358 111 100
2570 980 77
2359 1716 118
2718 777 15
2152 713 76
586 2874 -91
509 1097 -48
2242 2148 -36
620 1617 24
2781 1638 -61
2350 547 -139
1905 2981 -14
601 1316 -17
45 1167 113
1600 774 -99
2525 2080 124
2449 2086 -57
2185 1215 -125
2230 582 37
270 2962 28
2661 1612 -76
2100 1958 41
2248 2122 -50
2758 2728 42
1438 2860 27
2493 695 -113
1032 2525 -45
2221 2848 -34
2620 1091 -32
119 337 -132
2262 534 37
2694 102 114
1642 2269 -97
730 1503 6
1411 1297 52
1015 1063 117
2999 151 38
782 2454 12
912 2922 124
1091 808 -51
1277 1623 -111
1230 1589 115
2487 1728 21
2987 863 38
477 1714 -25
82 831 19
169 1647 -106
560 1752 111
1720 380 100
1339 738 -1
1005 1940 75
1482 1104 130
430 611 -108
1787 2051 30
2622 1747 146
2714 1205 106
810 515 88
1785 334 73
1476 963 126
2922 2707 116
2627 425 -98
1975 2530 113
1096 2016 -55
1251 1807 -103
2547 1452 134
2535 594 -140
36 1047 107
278 1958 46
299 2422 -113
808 52 91
576 1924 108
2946 2958 -13
1627 2831 129
1637 100 109
1750 1654 -97
2827 2979 -39
1838 2081 -142
221 697 63
206 929 51
1816 2194 -138
1675 1971 80
1683 2966 106
2609 2466 -59
395 184 -94
332 866 -116
463 2913 86
1360 2166 22
1260 1883 116
706 1946 -58
346 2670 -66
1069 378 88
1884 1359 128
1030 921 40
93 1444 57
40 2523 -47
1150 225 -132
1969 740 5
305 526 63
1979 1966 -95
209 886 -20
2643 1606 -11
1983 938 145
709 2799 45
1742 252 140
103 1855 102
1856 2445 -147
650 1789 55
1127 1447 3
1276 2265 146
1781 2803 113
1760 316 127
2533 828 -53
1444 476 -8
1535 1402 91
1786 393 -114
2944 857 -54
1496 2691 -26
2216 583 11
1976 2305 106
1098 2418 141
24 1467 -84
2495 975 44
787 2465 -139
2508 2460 -136
2495 122 98
1559 2119 -66
2373 750 -41
2093 1548 -118
2268 212 19
1127 571 -42
1750 2749 -61
977 1736 106
2465 783 55
2626 1153 45
1127 780 130
183 2347 131
2063 1544 26
440 1662 29
2698 598 -77
825 2460 80
223 2347 -115
82 423 137
2807 809 -91
111 1544 -75
2689 2205 -124
2217 856 -60
2280 650 -66
67 778 93
48 2932 -13
2598 335 -57
1980 166 141
1933 929 100
891 1693 -38
786 57 27
910 2226 -91
1264 666 -142
148 412 -66
2158 827 92
2839 1163 -96
1250 896 -128
2108 2486 103
323 1 95
2630 2094 -143
2054 2394 -142
2124 2569 93
827 201 -123
38 561 -51
1205 900 -56
636 2210 143
1477 2792 -90
2408 2775 69
1391 1139 106
1039 2173 73
2444 1827 86
395 1102 -57
22 1764 -108
1772 1008 -57
2047 831 -46
906 1467 -40
467 605 33
653 1439 -142
2929 1440 40
1886 443 103
470 610 59
1971 2471 -82
1842 2420 131
1718 1588 2
857 2865 130
2351 2102 -88
2747 72 -19
1717 1993 -106
1092 1693 82
849 1873 133
2444 856 -25
2364 1000 -72
145 53 45
747 1508 134
1136 123 -32
490 375 -139
1048 2565 -118
719 469 -13
287 2340 -133
290 321 -77
2995 906 149
2620 2056 16
955 57 61
1501 2660 -13
1738 2378 84
588 2499 -49
2115 366 82
1874 1078 0
848 993 -107
2671 1058 -67
1065 2706 -62
2204 1602 36
2643 2116 -6
2624 1115 60
1678 1336 8
1188 1782 66
1223 712 -20
1766 2042 -108
1876 1662 -31
2753 1704 -47
1322 1595 115
387 1221 104
2578 2640 -16
1694 931 56
1184 2065 -115
0 2984 52
1411 2957 107
227 1686 85
112 2231 99
1206 2401 96
959 2576 108
90 1164 75
2107 2883 127
1094 1380 118
2934 383 16
403 948 -141
2660 1273 139
1032 1223 28
739 1503 40
2463 1177 3
913 2830 -149
1998 2103 -17
1790 868 -142
448 2106 -148
1926 567 7
1977 471 80
920 1845 -59
2598 1042 -27
2066 633 28
290 311 -67
402 1869 148
226 1760 113
1646 1490 -76
2386 610 39
1813 1162 -20
437 815 72
1876 2390 105
2010 1077 -75
435 1976 -148
2529 190 67
637 323 53
994 2086 -102
2275 2541 51
1855 304 -41
1433 1260 26
1125 690 7
935 1847 133
614 428 48
2026 1640 109
2466 2565 87
2473 976 -103
2953 229 93
600 771 78
763 1188 -2
2960 968 16
360 418 101
1485 2619 -63
1696 389 -54
1119 219 88
461 1295 -93
90 747 74
284 2525 42
110 197 105
1112 856 -130
2231 2034 21
438 2656 86
1469 1924 -72
2802 1652 80
1925 2380 -99
137 1867 -62
1831 2684 108
2140 2887 -77
2559 959 -130
2676 2140 -41
1860 1276 -144
328 2437 85
1139 2927 -146
2304 2368 -75
1813 1183 148
2646 2333 77
2773 1601 145
552 835 -2
2171 595 -73
1088 2467 13
2612 1474 30
628 1395 33
127 2045 -85
1990 772 -21
793 2696 11
908 716 -89
827 1497 -128
1289 772 8
999 1478 -60
642 2995 127
1854 1454 -2
2226 2994 74
2548 883 -31
1975 1670 118
98 967 -122
67 2138 139
1268 2460 0
1812 2434 25
1617 890 90
2340 2705 -143
2814 1564 -98
1682 2875 -73
1498 1051 -27
2023 260 -117
467 2770 105
297 727 100
888 2969 148
1244 2359 -56
1605 1810 -13
420 1882 -16
1387 2631 -51
380 585 -123
653 2594 88
954 2802 -118
147 371 83
312 1862 -101
2555 1685 -67
1741 1763 -32
667 1953 -63
2594 707 116
1729 482 -2
494 1571 -98
955 2144 -24
1778 1101 140
2303 1925 -9
589 270 62
1788 563 -41
1514 505 -61
2375 284 -108
397 2394 123
415 2096 -58
873 876 -106
1105 2795 93
141 1139 -139
2277 1372 -46
1682 771 29
2584 1447 -39
2999 1615 -92
2712 707 98
2454 1971 -109
1458 2925 68
964 2555 139
1207 355 -73
1341 2049 -84
426 1786 72
869 2258 50
1804 985 112
1608 1922 -101
937 12 69
91 148 -55
2425 1090 -131
1888 2795 -11
1984 1647 21
1502 1100 117
1965 1539 123
2815 2409 2
1431 2585 107
944 1535 -12
1627 2984 95
1885 1449 -55
2415 2741 -109
1019 1827 -148
2779 2343 101
1251 2096 -79
138 2306 101
413 2781 19
2286 1277 -141
2355 2435 -99
961 2380 -84
538 2113 -143
2373 2671 102
1253 2399 50
2036 2600 -92
1546 164 81
2952 1809 22
1482 2089 -104
1869 2940 -65
1805 2612 -126
2955 625 -56
388 2646 -64
1413 1796 -15
1085 2181 6
1188 716 -148
2915 2499 -133
1468 2629 116
28 1661 -124
2741 1447 19
81 2382 5
2403 749 -91
2168 2545 45
1167 1270 -86
1925 202 -95
628 1255 -70
2341 813 -28
1027 903 -36
986 1365 118
2616 1218 -54
1163 1879 22
2843 2807 126
2017 1180 69
1536 458 -22
1274 1835 -114
958 1899 42
921 2340 86
43 1493 -71
828 94 -2
1943 496 67
1085 2403 -76
1685 711 -54
354 942 0
2150 866 84
398 2500 -116
685 1693 124
621 1248 125
1043 103 66
2723 1285 62
117 1084 57
966 104 -131
2065 1372 -60
87 2715 43
2621 2842 99
158 148 -20
1496 693 117
1683 1460 -144
415 2714 -61
725 2200 72
2249 2817 -113
358 379 36
2475 2724 -87
1517 1282 90
2501 2235 23
947 1006 -67
1243 2338 -57
639 1094 -81
253 665 90
1971 27 110
1184 491 141
940 2890 -63
2498 1223 -12
1125 1221 46
2578 1754 23
1413 98 -37
478 1212 -82
1684 2714 -69
1458 127 -1
826 892 -124
544 1755 -69
2288 384 6
635 668 60
213 2508 65
562 354 -34
115 1410 24
1092 984 48
40 424 31
702 293 -70
1901 455 28
1014 2007 149
1066 68 74
1764 1587 68
111 602 -42
2187 1942 38
372 838 83
2348 1831 -96
2659 609 67
2324 2906 39
1225 2738 69
881 1239 129
1913 154 100
2393 249 -2
1008 1934 122
2707 496 -122
1650 8 71
1483 727 55
644 158 44
2491 934 -83
2224 1986 131
901 753 26
596 728 11
1010 1480 27
1891 1491 -9
2726 2269 -113
130 2721 99
17 665 125
908 162 -74
1215 1599 -5
711 221 -87
569 2807 116
92 1882 106
2594 2324 -20
2259 33 -43
891 2022 137
757 498 -96
1920 2297 124
89 859 -79
472 869 -67
1663 1222 -33
2177 2820 -104
1464 847 74
1626 2663 42
1492 954 -99
375 1425 91
162 771 40
888 354 117
636 461 113
1106 1285 -54
640 972 15
45 2306 -107
2296 1546 -46
1484 1693 -105
2059 838 -29
296 1782 56
2042 2840 -129
94 543 -132
2379 590 81
1516 1577 67
2978 203 73
2232 2575 -40
1531 2386 47
1953 809 71
2537 743 106
1396 1786 123
434 2407 -57
952 626 69
2808 1531 107
1146 1678 -45
2330 961 20
1426 1387 -36
1705 1539 21
44 2502 20
716 1038 38
344 1439 1
988 891 -82
834 1441 106
2833 1786 -59
1363 300 30
1131 810 147
918 1316 -89
2833 2618 111
460 1135 -120
2646 2860 90
145 370 86
1110 1068 -107
2956 1701 94
254 126 96
1443 1914 37
90 2197 33
148 2130 -112
836 460 -11
1309 1568 -138
932 1001 -141
406 2804 23
1210 1965 19
818 1049 -146
718 1038 140
33 2672 103
544 2165 120
2569 739 -87
224 1456 -66
296 2658 -120
2832 25 -9
2091 2842 87
1109 389 121
1587 2377 -38
914 1662 27
706 1419 102
2612 2521 -107
2218 2144 -115
879 2521 -1
1087 1475 8
583 1946 57
2288 2925 60
320 1390 6
2354 672 -106
2879 1500 103
1309 508 39
271 580 50
941 1502 44
1157 1621 -103
466 1828 -62
764 1935 -83
920 2002 -148
1506 1913 10
2784 2064 21
2392 1012 -39
101 769 88
1774 1774 138
2456 1198 -53
709 864 -109
125 2905 18
1900 1728 -77
1403 955 40
19 680 107
1792 1726 59
1539 1981 -33
442 1979 39
1780 1265 44
2463 2013 11
1397 2361 45
2007 2156 -105
624 1056 -100
1085 2420 16
1786 2034 147
617 947 42
2296 1834 72
2048 23 16
261 1981 111
2443 245 -129
2373 2900 -103
828 2731 73
1942 1710 -13
788 2479 20
737 555 -31
1000 1997 58
1917 2202 -45
1639 629 83
596 1884 -129
2413 1603 3
2964 1695 -142
540 1245 -22
815 1860 120
2749 297 124
252 2321 -63
2835 1316 46
2548 2664 -143
2081 2580 86
670 2662 16
1463 2055 -22
1331 1861 -43
41 649 -37
1082 1619 113
1816 2610 -19
413 880 -106
847 1806 -46
2571 2500 106
2535 11 102
84 2423 113
1932 2079 -100
1616 2358 57
1909 415 30
1072 2317 -81
1272 257 40
1107 2311 143
1971 587 18
802 88 -132
1252 1977 85
1293 1716 -94
1291 771 12
2332 509 -127
1227 1205 41
183 881 -82
1604 2318 -113
1374 849 -127
915 2337 -105
177 2851 -34
377 246 -106
2162 745 91
2432 58 -4
1094 2513 -148
2505 2339 23
2847 1219 67
2145 1446 -98
797 141 90
199 9 -43
992 690 -8
79 288 0
2064 654 80
826 2852 27
2734 1620 23
1940 1959 -128
2376 2945 35
565 2826 -62
2880 526 110
1977 1200 -83
781 506 51
2568 1192 -91
1705 2694 -130
1614 2598 146
1762 767 -98
2828 1530 -142
2114 887 -64
2245 464 119
1326 1948 -63
970 455 -58
2898 2063 -25
558 914 -29
803 399 0
651 2554 -88
1908 2852 -79
243 1282 31
1474 1380 -139
2352 1641 -75
1072 1033 -91
2709 1595 -45
2204 777 0
778 2160 60
104 1716 138
1716 1756 -29
1930 2346 94
2114 2278 -83
2220 891 146
1778 89 -16
1900 357 -53
2962 982 -109
2541 1761 84
2415 2752 -118
93 2374 49
897 798 -27
725 372 -1
1557 1980 11
1988 1739 -149
1570 2411 126
452 1946 80
2636 36 75
2523 1976 -149
2724 929 28
2667 1198 91
1150 2452 100
1491 811 -53
2210 1742 28
2764 1215 149
524 442 -17
940 2112 -149
1628 2463 47
2287 0 -93
1438 2218 -12
1897 605 -139
2570 2337 90
797 2192 103
2230 865 -119
1297 1654 -74
2183 561 4
1824 1698 -90
1148 356 -51
2318 905 -40
1187 155 -55
335 1485 -129
2754 2801 65
937 1531 10
1047 981 24
1838 588 21
1016 315 -47
1331 1943 -24
2069 2452 -64
859 1686 137
1872 345 126
2901 813 132
2188 12 140
1657 2718 67
2859 2072 99
671 1168 121
606 2852 -94
2240 531 -129
673 1659 -98
1387 2021 -120
2116 847 -125
1002 2120 34
804 969 68
1538 2474 -67
200 2579 -98
1047 1044 96
1556 1270 39
2293 1196 31
2121 2972 -28
2288 2739 49
2755 184 -84
2525 975 21
2794 2385 -70
2775 1161 -71
2466 2235 140
2443 1056 -147
1339 1709 102
2323 2037 -16
2697 1491 -89
1687 997 -117
1949 926 141
848 2035 144
2658 2512 -122
1355 1771 103
448 2745 -112
2916 1855 -12
2157 196 -14
704 1318 63
2695 2154 104
618 1800 61
2932 2358 -110
1943 723 62
1906 1831 109
730 90 121
975 1274 -131
257 465 109
1450 2621 -106
1134 2274 95
2400 861 5
814 1050 -126
17 2785 -120
894 2012 -134
536 461 -99
1417 1109 -140
2638 944 -120
1603 2255 22
1487 1477 113
273 1031 -36
91 1558 -63
2462 183 98
535 397 57
2184 2444 -123
2994 2873 -9
929 993 61
1928 959 116
15 1466 -142
2058 2398 129
1188 73 -39
1980 481 -130
487 1341 41
798 1689 8
1409 950 -141
1467 425 -54
1736 1067 -135
2085 1921 -35
2215 1604 -100
1655 1019 119
2948 656 41
1178 1273 147
1338 1576 -75
1465 2829 -86
1989 1298 149
421 2039 84
1384 1215 -37
193 1842 -16
1122 925 41
2271 871 -143
100 462 40
2289 1417 118
20 1303 67
1392 32 -91
2998 2258 93
1 687 -18
1718 2668 -147
523 1797 2
1615 256 -15
2619 2343 -110
544 210 -40
2337 1012 -144
217 2068 54
2032 816 147
2146 853 78
2233 962 -128
2124 1981 125
1984 2286 146
2662 363 117
1437 155 4
2970 1663 -13
2316 1094 18
2509 2664 -24
934 806 90
2634 415 -80
1919 2526 -50
1944 2018 -111
1422 6 -103
1039 1810 -101
1432 1985 -51
535 502 114
12 1440 37
1778 2781 -101
2040 2710 -7
349 1951 -6
795 2171 138
1675 725 128
1265 2786 39
2185 1981 37
1394 2506 -141
651 1287 -132
971 1552 21
2301 387 25
2140 1091 -107
51 304 -21
2017 1855 51
1578 398 -88
2321 2011 -128
509 822 -59
953 59 -141
617 1460 100
586 1807 -49
273 1964 70
2895 1922 -46
1531 570 -68
1808 259 -53
2304 256 -3
1 143 34
2344 2828 91
1340 1957 115
372 2031 -138
955 1545 -123
2018 2687 -57
2951 1922 -40
1381 1910 -17
444 12 -64
154 2593 107
2386 1479 6
1540 282 27
566 1582 40
2713 231 -34
1158 1504 -8
1083 2552 -7
153 2474 -135
1184 2541 39
253 1676 53
1434 1782 146
1870 1255 -60
680 2360 -27
2382 1110 30
2842 1703 67
1312 170 121
729 1206 94
1084 2915 110
637 969 -82
326 1158 54
1445 452 33
2350 2138 -137
859 2561 -54
1649 2570 104
2549 806 -29
1495 1166 18
125 804 -56
1699 1642 -1
1234 1562 -42
407 1589 36
2189 2544 64
2973 2979 127
1797 540 0
1486 2996 -111
339 1928 135
1071 963 -88
2430 266 65
903 832 -88
888 2282 -146
2867 2302 70
2320 288 -91
530 2037 -85
1878 2428 92
1297 2673 -24
1810 819 -41
504 529 -98
637 2857 -45
2995 273 72
1894 2682 110
1250 2985 -83
1806 2911 106
82 2692 -94
1381 2159 80
418 2713 144
2043 2564 44
798 1694 -111
1223 2034 4
2975 2440 -132
812 2131 -131
369 2468 -119
79 2973 148
2467 2481 141
1714 2682 0
795 499 127
940 1640 -61
2416 2762 -91
1583 1591 128
2486 1353 -86
464 1933 -74
2181 2760 -101
347 2173 62
2818 2154 -43
1604 2476 -111
1293 1447 85
1895 475 0
1 763 -147
865 2088 -4
1240 2077 53
637 212 35
2708 1258 62
472 2502 -6
2406 823 140
1061 487 38
2331 1410 -99
465 2772 -149
330 794 -25
2904 1959 31
2920 938 110
727 126 -40
1332 2515 40
2479 1707 25
2667 1911 -97
1145 770 -18
1917 870 143
700 1022 -5
2150 2228 -117
2945 2740 -16
262 49 63
16 735 -118
1513 408 -118
1247 2546 2
2848 561 -13
2970 689 31
2711 2455 -56
934 417 122
1092 1714 74
1997 387 -48
686 2414 -129
2741 2781 62
2444 2259 148
353 768 -97
2921 779 77
1127 1211 -93
2639 1935 -13
2144 1159 -2
313 506 -123
827 1905 -101
872 1652 116
1418 1979 126
2183 960 -31
2955 1396 -134
422 198 -146
336 995 -96
2298 626 -1
2863 1264 28
2380 2028 76
2659 2027 -69
1206 2590 99
474 1154 92
2577 361 45
1685 359 95
858 2016 -101
1371 1952 -144
1688 2275 -145
271 2062 30
2480 1093 -80
2669 2959 120
785 2575 -19
2696 628 77
56 2283 106
567 2979 -7
2669 345 -115
67 221 41
804 2493 -35
2987 1193 -81
501 2591 106
2568 392 -112
196 1098 -84
1129 2871 14
2666 1790 68
865 1321 89
1058 2879 -79
804 2690 -76
1797 763 -101
429 1229 87
2431 2503 -50
1595 1070 122
2639 1995 -124
1640 1160 86
667 2705 -139
1888 2265 -148
1218 2506 -4
1336 2161 -21
224 833 6
2732 2999 144
2325 1174 147
1992 1756 101
1830 1724 -129
2472 718 -47
1923 2836 -88
1504 2662 118
1279 1024 77
2237 2530 149
235 1376 -140
290 36 -77
1827 1057 86
1948 2761 -62
2848 1601 -138
2613 2418 57
1452 612 132
733 2519 48
1266 250 -64
1756 1215 -113
2251 886 22
2402 1090 -109
777 481 -7
272 871 44
2304 2197 -13
2236 270 -76
552 275 88
1849 2655 100
237 2997 -143
84 385 128
735 2756 -110
2480 1604 -22
2778 747 149
1227 2535 -93
775 2762 -136
2414 1699 -71
465 2005 -106
2705 238 -144
2825 2002 -84
1933 1953 -9
595 2526 -30
880 1282 130
1998 1625 91
1765 1443 97
2928 357 -66
369 2761 114
2000 1467 -6
2792 2702 16
1250 167 104
1533 695 -77
990 2071 -126
1605 359 -24
2697 2103 11
877 2210 -80
1450 1624 -130
607 1619 24
1855 132 -106
914 1942 -134
902 1675 -72
335 2207 -5
2852 1354 109
2956 1361 108
2449 615 97
2861 384 -75
1762 2182 132
1750 872 68
662 2615 50
2050 2659 -66
1322 2822 -81
2031 903 109
1581 1881 -124
1495 197 81
1172 982 -32
1393 2547 28
743 362 4
1774 371 -79
809 819 -43
2916 1274 -97
2508 1463 -100
847 2938 -131
1828 2954 134
2659 480 -98
2927 756 137
1155 2983 -15
2100 953 -98
893 363 -11
2368 231 108
1948 1935 139
1018 428 17
2293 2704 -4
1313 2701 -109
610 1279 -9
1984 1432 107
402 2275 -100
1449 1123 67
2526 2500 -72
343 2794 107
662 626 81
538 469 -88
1410 564 -49
871 1600 121
2809 25 -115
2277 1978 76
702 1394 -25
2714 742 1
2902 173 3
324 2629 129
1059 588 65
1176 561 -3
2948 916 103
2694 627 -84
291 1359 131
587 863 5
2774 1723 51
2398 1347 49
686 1785 -64
395 1323 -66
1811 1166 -131
1388 1808 138
1573 53 147
2498 277 -112
2964 2867 -65
568 2392 -1
418 1105 6
569 655 -53
1012 2974 -126
2053 320 -122
2453 650 -58
1224 703 -127
2627 1876 141
1491 1365 36
1007 2646 -76
2049 2227 -144
705 220 90
699 1563 125
298 1240 -33
1925 1999 73
1304 2776 -65
2294 1696 52
134 1254 -101
731 2777 -96
2129 1767 142
413 1233 -130
1404 2662 -5
2535 780 -71
1237 1270 -15
953 115 -45
710 995 64
56 871 51
2525 1697 -1
60 2162 10
228 435 10
0 1030 10
1361 2278 42
2525 20 -68
39 380 122
1311 143 85
220 537 -102
2582 478 146
2689 2297 -91
879 2101 -123
1005 1472 39
2073 1341 11
1586 1369 124
1560 2359 135
846 2032 126
702 2677 74
331 1199 1
1276 2642 -98
1728 1668 6
1973 68 -23
2278 137 93
2644 2585 90
2587 908 142
217 2319 -121
1930 2077 -99
2072 363 100
2946 2435 14
2450 2099 -79
1739 2078 73
1018 252 40
2164 2038 11
2473 797 57
1191 1779 -86
2226 2649 -80
2843 787 11
2735 625 58
217 335 -19
914 320 -51
152 582 -132
1125 869 -91
1209 2905 65
2243 1877 83
460 2493 87
372 2902 115
425 1428 5
2341 2653 -96
2591 1845 0
605 1592 23
1777 2503 121
1169 557 -62
300 2697 -135
217 2322 -146
2002 2398 -87
154 411 -39
218 1417 45
194 391 -8
2150 1069 73
1902 34 -92
795 2064 126
2439 573 102
1517 499 120
2985 354 -99
2624 2035 -22
947 2752 -13
2208 2315 51
114 485 88
306 1240 -134
2517 711 -59
1464 2668 -137
2546 2074 -89
2937 420 64
2232 765 -141
1295 706 -24
2251 917 -142
352 2019 62
708 2088 68
1269 1057 146
1094 763 94
1374 2738 -106
1730 349 -7
1684 1080 -2
843 2169 33
1917 2944 -82
1579 2192 71
52 2803 125
2428 141 25
382 2911 -11
1896 255 -127
2806 1334 69
1265 683 -33
146 2774 -62
1778 807 -147
323 720 47
2660 1368 -79
2801 1770 113
2802 1069 130
789 509 -84
2366 962 -22
1878 951 37
2961 2318 37
1060 2610 56
2447 2829 33
1704 2899 139
992 2206 16
458 627 94
609 2878 149
2345 2666 55
1401 939 137
1399 1719 71
524 578 33
2554 1793 71
2395 1218 -129
1028 930 -139
234 2367 79
2475 2023 88
1377 1488 66
2938 281 -35
172 2200 34
1975 2470 50
178 1417 -46
1411 873 -116
562 197 142
2661 1878 -62
2249 2075 18
1903 1439 -47
2981 1648 -117
1823 857 -74
358 1483 -60
216 823 -27
2687 1736 30
454 2535 -128
2386 1718 12
2750 1856 66
553 705 117
1115 2098 -66
1726 1464 51
2210 438 101
20 2184 92
2799 1746 78
539 1959 40
1325 1878 -57
103 2754 145
2258 1857 69
922 704 121
89 517 124
2046 1805 -118
1103 247 -13
700 2944 149
1942 2296 91
1856 1709 52
893 175 -22
2826 147 -33
1477 1612 -53
2031 1999 -103
1470 2222 55
1942 416 116
536 654 -14
651 1385 -47
1819 2610 134
935 2570 -55
1231 1723 -73
782 694 -99
1164 303 -19
1879 951 18
812 1408 -47
2800 1894 -93
764 635 89
2520 811 -46
1294 2298 89
2955 2955 -38
610 1874 -58
2442 1188 -44
1560 2998 -148
232 1947 33
2152 10 -96
1397 615 -4
2611 1537 -84
215 1140 -67
2695 232 17
868 2137 123
807 848 -121
1418 2090 79
2032 1872 -87
1695 1487 -107
285 1784 144
2841 979 67
1467 655 51
1943 869 -25
2734 294 -73
1606 1698 102
1451 875 -17
2389 1065 148
1348 1904 -116
2585 1262 148
2903 2641 36
2994 2288 89
1991 193 -139
2892 1515 31
2081 1589 -52
1927 2287 -118
992 1207 35
584 2615 54
674 132 19
2430 899 87
2849 543 -21
149 1814 149
1595 2100 -12
2142 224 113
2642 2454 146
213 1029 132
612 2290 28
201 1804 -23
44 865 3
1792 1233 -101
1752 1410 -105
1105 1475 -83
1577 2854 -64
2696 559 102
2014 258 -60
806 172 -146
241 1360 -120
2086 2781 36
312 1734 20
504 1778 -75
845 2365 -132
1802 1327 -11
1799 1091 37
818 2003 -13
799 2442 86
301 226 -79
1196 2040 -49
1036 2164 55
1583 1629 131
1609 1820 -60
2119 2599 -106
1823 130 -67
2702 1977 -18
23 241 28
2482 2207 140
1476 2033 30
1158 1500 134
2208 2126 26
2287 37 70
20 751 -99
2935 580 -111
2452 2560 36
1717 2101 -18
2376 2617 -51
2634 284 88
1068 1861 44
1773 1109 -106
2617 132 133
2337 2778 130
2490 2985 -68
2834 1801 83
2136 1212 5
700 1804 -97
1135 1545 72
2748 1503 -101
2903 2367 138
516 853 0
1195 1450 -75
467 1835 20
1165 2714 123
1043 2259 54
2736 1458 -123
841 123 45
1709 1386 73
1169 2764 34
2095 653 -120
711 179 110
718 1851 -76
1439 371 -12
2672 2552 -21
1310 2785 71
1411 1483 87
1222 1455 23
564 961 -102
1287 330 122
828 951 -125
1200 1307 112
1125 2307 29
106 2825 104
2465 20 19
534 2550 79
2060 2501 -46
2377 1158 149
2837 1407 122
959 1915 55
289 2804 -83
1645 492 21
1104 2420 -34
1886 2425 -21
2278 307 85
1559 1056 45
403 209 -42
2883 1331 -148
900 1953 78
1968 1784 -63
640 475 -69
2456 1136 127
763 938 110
1409 1864 -81
958 2183 -136
997 299 -54
1308 2500 -117
2578 1150 -41
2695 2809 87
1419 1955 -99
1370 322 149
2357 2639 -142
780 1751 -109
1020 1851 -28
2339 2555 -139
1676 2719 8
1903 2110 -55
1575 2370 10
963 2219 107
1069 2883 65
695 1635 78
2136 700 -49
2201 2528 113
852 1137 -23
2975 1434 -103
2421 85 -111
22 221 97
601 2550 -64
535 2689 -146
1153 540 21
1340 1425 145
1628 1198 19
2471 2901 -76
380 2021 42
1268 1752 -68
471 1342 -63
514 2067 -92
344 2980 19
1286 2856 82
1756 1212 140
2424 1463 -53
805 776 81
2036 837 -149
593 2645 86
322 1287 -103
1908 149 -128
1415 492 -129
2610 405 -115
2249 2441 -113
2742 703 51
1671 2794 88
575 826 3
30 935 125
2205 2853 139
573 1604 -13
2264 520 -133
603 1681 -11
2633 835 14
595 1848 -109
2487 164 7
2183 426 19
2828 1118 -85
1458 298 23
1485 1677 -75
2756 1936 -128
1918 419 53
546 752 61
259 1461 148
708 776 -115
224 414 20
1845 1509 134
1202 51 -10
1454 2255 17
123 1918 -97
2268 624 -116
1586 196 33
773 1601 -61
2073 431 141
